intent,text,no_taboo_words
atis_airfare,How can I get to Seattle from Nashville?,True
atis_airfare,Can you reveal the charge for a leading journey going to Las Vegas from Detroit and then returning back?,True
atis_flight,Which early-morning takeoffs from Cincinnati end up in Tampa?,True
atis_airfare,"Can you inform me of the lowest-priced round-trip travel arrangement that goes from San Francisco to Houston and back on February 28, 1994?",True
atis_airfare,Is there an available transport service that can take me from Milwaukee to Orlando specifically on Wednesday evening or Thursday morning without stopovers or connections?,True
atis_flight,"Discovering the available route from Cincinnati to San Jose, what would be the most fitting itinerary for Monday?",True
atis_abbreviation,"Please provide a definition for the character ""m"".",True
atis_airline,"Name a company in the aviation industry whose first syllable resembles the phonetic pronunciation of the alphabet letter ""S"".",True
atis_flight,"Are there any available trips from Cincinnati arriving in San Jose, California later in the day?",True
atis_airfare,What does it cost to travel from Washington to Toronto on a Saturday by airplane?,True
atis_airline,What companies offer air transportation services to Denver?,True
atis_abbreviation,Can you provide a description of cvg?,True
atis_airfare,How much does it cost to travel round trip from Detroit to St. Petersburg in first class?,True
atis_airfare,What's the price for a journey between Washington and Boston?,True
atis_airfare,Can you demonstrate to me the least expensive charge for travelling back and forth by coach between Las Vegas and Detroit?,True
atis_airfare,Can you provide me with details regarding the most economical option for traveling from Toronto to Washington DC through air transport?,True
atis_ground_service,What modes of conveyance are viable between Milwaukee terminal and downtown?,True
atis_abbreviation,Shed some light on the significance of Y type in fare categorization.,True
atis_abbreviation,Can you shed light on the nature of the limitation set by ap58?,True
atis_ground_service,What are my options for getting around Houston during the afternoon of next Monday?,True
atis_airline,"Can you display the available flight options connecting Toronto, Detroit and St.Louis in all directions?",True
atis_airfare,"On December 25th, what is the least expensive round-trip travel choice between Indianapolis and Orlando?",True
atis_airline,How do I recognize the American air company?,True
atis_flight,What are the means of transportation available for traveling from Newark to Los Angeles on a Wednesday morning?,True
atis_flight,Is it possible to journey from Dallas to Houston between midnight and dawn?,True
atis_airfare,Is there an affordable flight available from Washington D.C. to Boston?,True
atis_airfare,What options do I have for traveling from Nashville to Seattle?,True
atis_airline,Which flights are leaving from Baltimore?,True
atis_airfare,Could you provide information on the cheapest method to commute between BWI and Salt Lake City?,True
atis_airfare,How much does it require to travel from Washington to Columbus via air routes?,True
atis_flight,"Could you tell me if there are any available routes departing Long Beach for Columbus during April 6th, midweek? ",True
atis_abbreviation,Provide insight into the constraints of AP 57.,True
atis_airfare,How much should I expect to pay for a first-class round trip from Detroit to St. Petersburg?,True
atis_ground_service,What are the ways to move around Baltimore?,True
atis_aircraft,What model of vehicle will be departing for the 4:19 PM American flight?,True
atis_airfare,What is the charge for travelling from Miami to Cleveland on the following Sunday?,True
atis_flight,What are the departing options from Newark on a Saturday afternoon that arrive in Los Angeles?,True
atis_flight,Can you suggest any means of transportation that would allow me to leave New York and reach Cleveland on a Friday afternoon in June?,True
atis_airline,From where in Baltimore are flights taking off?,True
atis_flight,"Is there any air transportation that will take me from Long Beach to Columbus specifically on Wednesday, April 6th?",True
atis_airfare,How much does it cost to travel to Montreal from Washington DC?,True
atis_ground_service,Which are the alternatives for commuting from Charlotte aerodrome to Charlotte central business district?,True
atis_airfare,What is the priciest means of transportation from Detroit to Westchester County for a one-way journey?,True
atis_airline,From where can I book a trip from Las Vegas to New York City?,True
atis_airfare,What would be the expenditure for a trip to Montreal from Washington on a Saturday?,True
atis_airline,"I am curious, what exactly do the two alphabets W and N mean when it comes to flying?",True
atis_airfare,What is the most economical way to travel from Boston to Salt Lake City?,True
atis_airfare,What is the cost of a round trip from Indianapolis to Memphis on first class seats?,True
atis_ground_service,Can I easily commute from Phoenix airport?,True
atis_flight,Is there a convenient way to fly into Newark from Pittsburgh on a Monday morning?,True
atis_ground_service,Which alternatives do I have to commute in Houston come Monday afternoon?,True
atis_flight,Can you help me locate a travel option from Memphis to Cincinnati for Sunday?,True
atis_flight,Can you enumerate the available journeys from Newark to Los Angeles by airplane?,True
atis_flight,Display all the air routes departing from Charlotte going to Minneapolis during Tuesday's AM schedule.,True
atis_aircraft,What is the specific design of the D9S?,True
atis_flight,"Around 7 pm on Wednesday next week, I aim to reach Chicago after leaving Kansas City earlier that day.",True
atis_airline,Can I get a list of air carriers operating on the route between Baltimore and San Francisco?,True
atis_ground_service,I require means to travel while in Washington D.C.,True
atis_airfare,Seeking an affordable round trip travel solution from Indianapolis to Orlando specifically on the 25th of December.,True
atis_airfare,How can I find the most budget-friendly option to get from Indianapolis to Orlando on December 27th?,True
atis_ground_service,What modes of traveling are accessible in Baltimore to move about?,True
atis_airfare,Can you provide me with the expenses for a top-rated journey from Detroit to Las Vegas and its return?,True
atis_airfare,"Share the charges involved in securing top-notch travel arrangements for the Detroit-St. Petersburg route, round trip.",True
atis_flight,"Looking for assistance in booking a travel that covers both directions, starting from Kansas City and ending in Chicago.",True
atis_ground_service,What are the options to reach Las Vegas from the terminal?,True
atis_abbreviation,How would one define cvg?,True
atis_abbreviation,Can you share insights on the H categorization for fares?,True
atis_airline,Identify the flights taking off from Love Field between six and ten in the morning on June sixth.,True
atis_flight,"""Can you suggest a means of transportation between Ontario and Memphis?""",True
atis_ground_service,How can I get from one place to another in Denver?,True
atis_airfare,Obtain charges for traveling on Saturday from Washington D.C. to Boston.,True
atis_flight,Is there a mode of transportation available between Phoenix and Atlanta?,True
atis_airline,"Can you mention a flight carrier that has a similar starting sound as the word ""Sam""?",True
atis_abbreviation,Kindly elucidate the significance of fare symbol m. ,True
atis_airline,The code AA belongs to what company in the aviation industry?,True
atis_airfare,How much do I need to spend for a trip from Washington DC to Montreal?,True
atis_ground_service,What are the options for traveling to Milwaukee if I'm not flying?,True
atis_abbreviation,"Can you provide information about the significance of ""73s""?",True
atis_flight,How can I reach Newark without any hassle early on Monday coming from Pittsburgh?,True
atis_flight,What are my options for reserving a return voyage from Kansas City to Chicago?,True
atis_ground_service,What options are there for bridging the gap between Pittsburgh International and the urban area?,True
atis_flight,What are my options to travel from Ontario to Memphis?,True
atis_ground_service,Can you suggest some ways to commute from Denver airport?,True
atis_airfare,What are the expenses incurred when traveling from Washington to Montreal?,True
atis_airline,"""What carrier corresponds to AS?""",True
atis_abbreviation,Can you offer some insight into the significance of fare category F?,True
atis_airfare,Could you provide information regarding economical total price of returning to San Francisco from Houston on the twenty-eighth day of February in the year nineteen ninety-four?,True
atis_airfare,What's the cost for a Saturday travel from Washington to Boston?,True
atis_ground_service,Is there a way to reach your destination from Phoenix without taking the air route?,True
atis_airfare,Which route between Detroit and Westchester County has the heftiest rate for a single trip?,True
atis_flight,What are some available options for departing via air from Charlotte airport around 1 pm on Saturday?,True
atis_flight,Is it possible to fly out of Indianapolis on April 13th and arrive in Montreal in the morning?,True
atis_ground_service,How can one travel from La Guardia Airport to New York City's main attractions?,True
atis_airline,"Is there a carrier that operates flights between Burbank, Milwaukee, and St. Louis round trip?",True
atis_abbreviation,What defines fare classification F?,True
atis_ground_service,How do people get around after reaching Nashville's landing strip?,True
atis_ground_service,Can I find a means of transferring from the Denver hub to my destination through land-based conveyance?,True
atis_abbreviation,"In which context might one encounter the use of ""73s""?",True
atis_ground_service,Which type of conveyance can one use to reach downtown Milwaukee from the aviation hub?,True
atis_ground_service,What are the options for moving out of Memphis International Airport after landing at 842 hrs in the AM?,True
atis_flight,What are my choices for transportation to Salt Lake City from Orlando with Delta Airlines on April 1st?,True
atis_airfare,What are my options for traveling from Nashville to Seattle?,True
atis_flight,Discover available options for Milwaukee to Detroit airport traveling. ,True
atis_abbreviation,"How should I interpret the symbol ""m""?",True
atis_airfare,Can you mention the expenses involved in travelling from Washington DC to Toronto that are affordable?,True
atis_flight,Could you provide a rundown of available routes going to Milwaukee from Houston?,True
atis_airfare,What does it cost to travel on a plane from Boston to Washington DC?,True
atis_airline,"Can you provide a record of the routes connecting Toronto, Detroit, and St. Louis? ",True
atis_abbreviation,How would you describe cvg in simple terms?,True
atis_airline,Which companies offer flights linking Detroit and Westchester County?,True
atis_ground_service,What options do I have for moving around Boston when it's late?,True
atis_abbreviation,"What does the acronym ""cvg"" represent?",True
atis_ground_service,Does the locale near Tacoma's flight hub provide mobility options to and from the central zone?,True
atis_ground_service,What are the means of journeying from the airfield in Charlotte to the urbanized region without taking a flight or train?,True
atis_abbreviation,Could you shed some light on the significance of fare classification Y?,True
atis_airfare,What is the cost of a return journey from Cleveland to Miami on Wednesday next week?,True
atis_airfare,"I'm looking for the most budget-friendly option for a round-trip coach ride from Las Vegas to Detroit, can you assist me in finding it?",True
atis_airfare,What is the expense of transportation between Washington DC and Montreal?,True
atis_ground_service,How can one go to New York City after arriving at LaGuardia?,True
atis_ground_service,What are the modes of travel that can take you from LGA to New York?,True
atis_abbreviation,Do you know the expansion of HP?,True
atis_flight,Is it possible to find transportation connecting these two cities?,True
atis_ground_service,What modes of travel can one use to move from Dallas Fort Worth to the heart of Dallas?,True
atis_abbreviation,What implications can be drawn from sa's non-inclusion?,True
atis_flight,Can you provide a catalog of all the air routes available between Dallas and San Francisco?,True
atis_aircraft,What type(s) of aerial vehicles can be observed journeying between Cleveland and Dallas prior to midday?,True
atis_airfare,"Could you help me gather details about the round trip journeys available between Toronto and Detroit with Delta, Northwest US Air, and United Airlines?",True
atis_ground_service,Can you provide me information about traveling in Houston on Monday afternoon? ,True
atis_ground_service,Can you display options to move around Fort Worth?,True
atis_airfare,What's the expense of obtaining a return premium-class voyage from Detroit to St. Petersburg on a plane?,True
atis_flight,Are there any means of commuting during a Sunday afternoon from New York to Las Vegas?,True
atis_aircraft,What category does the D9S fall under in the world of aviation?,True
atis_airline,Enumerate the flight operators that service the route connecting Seattle and Salt Lake City.,True
atis_ground_service,How can one reach New York City from LGA?,True
atis_ground_service,"To move around in Washington DC, I will need to secure a rental mode of transportation.",True
atis_airfare,How can I find economical transportation from Washington DC to Salt Lake City?,True
atis_airfare,Can you suggest a budget-friendly travel option for getting from DC to Salt Lake?,True
atis_ground_service,Show me the different ways I can commute within Fort Worth.,True
atis_airfare,How much does it cost to journey from Washington to Montreal on a Saturday?,True
atis_airline,What are the departing options from Baltimore airport?,True
atis_airfare,How much does it take to secure a coach journey between Pittsburgh and Atlanta?,True
atis_abbreviation,How would you describe the features of the bh class ticket?,True
atis_flight,"If someone wanted to go to Kansas City from St. Paul on a Friday night, how would they get there?",True
atis_flight,Can you provide me with an inventory of available trips going to San Diego from Toronto?,True
atis_ground_service,What is the means of commuting between Tacoma airfield and the urban district?,True
atis_abbreviation,How would you define ap 20?,True
atis_airfare,Looking for the most budget-friendly deal for a two-way excursion to Orlando from Indianapolis that departs on December twenty-seventh?,True
atis_airfare,Can you reveal the most economical rate for a coach round trip on TWA originating from Las Vegas and heading towards Detroit?,True
atis_airfare,"How much does it cost for a journey from Washington to Toronto, if traveled on a Saturday?",True
atis_flight,When is the scheduled departure of the train traveling from St. Paul to Kansas City on Friday night?,True
atis_ground_service,What are the different means of conveyance from the Las Vegas airfield?,True
atis_airfare,How much does it take to go by TWA from Columbus to Milwaukee?,True
atis_airline,Which flights depart from Love Field during the hours of 6-10 am on June 6th?,True
atis_flight,"""I'm hoping to fly between cities, beginning at San Francisco, then moving on to Milwaukee, and finally ending up in Denver.""",True
atis_airfare,Is it possible to travel from Pittsburgh to Cleveland for less than 200 dollars?,True
atis_ground_service,What methods of movement are possible in Phoenix?,True
atis_ground_service,Where can I find a vehicle for my travel needs in Tampa? ,True
atis_airfare,Please suggest some reasonably priced modes of travel from Washington DC to Toronto?,True
atis_flight,"Is there any trip available from Long Beach to Columbus on the sixth of April, Wednesday?",True
atis_ground_service,Where to find an alternative mode of commuting in Baltimore?,True
atis_flight,Provide a list of departure times for routes originating from Ontario to Orlando.,True
atis_airline,Enumerate the carriers that operate flights to or from Denver.,True
atis_flight,"On April 12th, which air travels leave Chicago for Indianapolis with an arrival time during the AM?",True
atis_ground_service,Does the area encompassing Tacoma airfield offer any means of access to the core district?,True
atis_airfare,What is the least expensive way to travel from Indianapolis to Orlando on December 27th?,True
atis_flight,"Give me a catalog of journeys departing from Atlanta and arriving in Toronto, scheduled for the afternoon of Friday.",True
atis_flight,"Give me a rundown of available air travel from Ontario, California to Orlando.",True
atis_flight,What are the departures from Chicago to Indianapolis on April 12th arriving in the AM?,True
atis_airfare,What is the coach flight fee from Pittsburgh to Atlanta?,True
atis_flight,Kindly enumerate the air trips available from Newark heading to Los Angeles.,True
atis_airfare,What amount is required to travel with TWA from Columbus to Milwaukee?,True
atis_flight,Can you display the available travel options for a trip departing from Charlotte to Minneapolis on Monday?,True
atis_flight,"ist down all possible ways to get from NYC to Miami by air, irrespective of travel class and departure times.",True
atis_airline,From where can one travel to San Francisco from Baltimore by air?,True
atis_flight,"What are the options for transportation by air from Ontario, CA heading to Orlando?",True
atis_ground_service,Which mode can one use to move from the flight's landing spot at Las Vegas?,True
atis_flight,Could you provide me information regarding air travel from Charlotte to Minneapolis happening on upcoming Monday?,True
atis_flight,Commuting from Pittsburgh to Newark on Monday morning with top-notch travel.,True
atis_airfare,What is the most economical way to journey from Charlotte to Las Vegas?,True
atis_ground_service,How does one commute from the Las Vegas landing field to their desired location?,True
atis_abbreviation,What's your take on the purpose behind the limitation ap58?,True
atis_aircraft,Which equipment is transporting passengers from Cleveland to Dallas prior to noon?,True
atis_airfare,"What's the most affordable circulation return excursion deal available from San Fransisco to Houston on February 28, 1994?",True
