intent,text,no_taboo_words
accept_reservations,Can one schedule a table in advance at the eating establishment located in New York?,True
pto_request_status,Have the necessary arrangements been made for me to take time away?,True
gas_type,By which means do I keep my car running?,True
pin_change,How can I identify myself to secure my checking account?,True
taxes,Kindly inform me about the total sum withdrawn from my earnings by the authorities.,True
food_last,At what point does the honey lose its edibility?,True
change_accent,"""From this point forward, I would like to listen to a diverse range of pitches and intonations."" ",True
tire_change,How often do I need to have routine maintenance performed on the part of my powertrain that touches the road?,True
nutrition_info,What is the composition of apple sauce?,True
min_payment,Is there a limit to how little I am allowed to pay for my apartment rent in this current month?,True
taxes,What amount of money has been withheld from my income as contributions to revenue generation?,True
payday,When was the last document that shows my earnings created?,True
pay_bill,I am seeking support to manage my rent expenses.,True
thank_you,A multitude of acknowledgments.,True
whisper_mode,Initiate the function that allows for hushed conversation. ,True
traffic,"What level of congestion should I anticipate while traveling from Philadelphia to Newark, New Jersey?",True
transactions,Can you provide me details regarding the payment I made not long ago?,True
whisper_mode,Disable the low volume setting.,True
pto_request_status,Is there any update regarding your time off request?,True
gas,How much space is available in the container?,True
change_accent,I prefer the sound produced by a woman.,True
gas,Is it possible for you to inform me about my petrol reserve status?,True
are_you_a_bot,Can it be said that you possess a distinct consciousness and self-awareness?,True
mpg,What is the distance that I can cover with one unit of gas in my vehicle?,True
carry_on,Am I free to pack sunblock lotion in my luggage?,True
mpg,What is the fuel consumption of this vehicle during city trips?,True
are_you_a_bot,Do you exhibit traits of biological beings or automated machines?,True
payday,Kindly inform me about the upcoming schedule of my remuneration.,True
how_old_are_you,May I ask for your time on Earth since birth?,True
pto_request_status,Do you have any new information on my time off?,True
weather,Could you let me know if I need an umbrella today?,True
travel_notification,Relay my Peru trip dates (February 19th to 26th) to my banking establishment through a notification system.,True
make_call,I want to contact someone using a communication device.,True
repeat,Would you mind recapping what you just said?,True
text,Use a distinct method to apprise Courtney about the change in route direction.,True
how_old_are_you,How long have you been around?,True
accept_reservations,Does Bill's House of Chop Suey offer the option of pre-booking seating?,True
transactions,"""How long ago did I make a buy?""",True
make_call,I want to reach out to Sal.,True
are_you_a_bot,Is your functioning mechanism secured with computer codes or maintained by an organic being?,True
repeat,Can you say that once more?,True
carry_on,What is the limit for my luggage allowance when flying to Japan with American Airlines?,True
meal_suggestion,Which variety of Indian dish strikes your fancy?,True
plug_type,What is the method of utilizing electrical devices in France?,True
tire_change,Is there a particular duration in which I must undertake a crucial action regarding my car's mobility components?,True
payday,On which day can I expect to collect my earnings from work?,True
nutrition_info,What are the health benefits of consuming blueberries?,True
accept_reservations,Will Olive Garden allow me to pre-book a table?,True
report_fraud,The outcome of the purchase I made at Guitar Center was unsatisfactory and disappointing.,True
accept_reservations,Is it mandatory to pre-plan your visit to Central?,True
thank_you,"Your response has given me great insight, I feel enlightened.",True
accept_reservations,Is there a way to secure a table at White Castle in advance?,True
mpg,How far can my car go on a certain amount of fuel? ,True
thank_you,"The information you've shared was just what I needed, it's been a valuable contribution.",True
distance,What is the gap in miles separating me and Orlando?,True
are_you_a_bot,Are you truly existing?,True
bill_balance,What is the total expense for my electricity and water consumption?,True
pin_change,How can I update the moniker of my transactional folder?,True
nutrition_info,Provide details regarding the compositional makeup of fish.,True
payday,When is the time frame for me to receive my compensation again?,True
ingredients_list,Can you disclose the components of tom yum preparation?,True
carry_on,How much baggage am I permitted to take on board during my flight?,True
food_last,How long can you store honey before it goes bad?,True
how_old_are_you,How many rotations has the Earth made since your inception?,True
whisper_mode,Deactivate the quiet voice feature.,True
change_language,"Am I allowed to converse with you using the Spanish tongue, hombre?",True
directions,Can you tell me the pedestrian route to get to the underground train system?,True
distance,Kindly share with me the additional driving that needs to be done until we arrive.,True
min_payment,What is the smallest amount I can tender for my heating expenses?,True
directions,May I have awareness regarding the hospital that is at the least distance from my current position?,True
are_you_a_bot,Do you actually exist?,True
taxes,Can you tell me the complete sum that has been withdrawn from my profit margins?,True
how_old_are_you,Which numerical character indicates the duration of your existence?,True
plug_type,"In Japan, what kind of socket is usually utilized for electricity?",True
min_payment,Is there a limit on the reduced quantity of money that I can submit for my gas expenses?,True
nutrition_info,"""I am curious about the constituents of ramen, could you please help me with that?""",True
food_last,After what duration should honey be tossed out?,True
bill_balance,What is the payment amount due for this month?,True
next_holiday,hat is the upcoming event that people are looking forward to?,True
change_accent,Alter the sound into a more feminine cadence?,True
taxes,Could you provide information on the value I owe to my state's government?,True
recipe,Can you suggest a way to prepare pasta?,True
mpg,What's the fuel efficiency like in the car?,True
how_old_are_you,"""What was the number of candles on your cake during your most recent celebration?""",True
thank_you,It means a lot to me.,True
report_fraud,It appears that there are some discrepancies on my digital receipt from Penneys as it contains items I didn't buy.,True
calories,Is it possible to examine the nutritional value of a chicken sandwich? ,True
text,Inform Samantha that I'll be there in 10 minutes.,True
tire_change,Can you indicate when my vehicle's wheels would require an update?,True
directions,In which location can we locate a gas station near Glendale?,True
food_last,"Before it becomes unsuitable for consumption, what is the greatest duration a frozen burrito may be kept?",True
pto_balance,What is the quantum of time for leisure that I can avail?,True
nutrition_info,What are the essential components found in fish?,True
next_holiday,When is the following time for us to assemble at this place?,True
change_accent,Is it possible to employ a different pitch?,True
directions,What route should I take to arrive at the train station on foot?,True
text,Notify Jim that I will be returning shortly.,True
travel_notification,Can you transmit notice to my monetary establishment during my absence from Thursday to Friday?,True
lost_luggage,Assistance is required to locate the belongings I am seeking.,True
thank_you,Your contribution was truly invaluable to me.,True
meal_suggestion,Can you recommend a dish that originates from Asian culinary traditions?,True
nutrition_info,Do you know where I can discover the particulars regarding the composition of cheese fries?,True
nutrition_info,"""Could you provide me with an insight into the ingredients used to make ramen?""",True
who_do_you_work_for,What's the name of the company you perform tasks for?,True
pay_bill,I require assistance to fulfill my monthly rental obligation.,True
pay_bill,I have to settle my water expenses but I require assistance.,True
taxes,Do you have an idea of the fee charged for reporting my earnings?,True
thank_you,"The assistance you provided me proved to be quite beneficial, I'm grateful.",True
gas_type,What is the prescribed liquid for this recently procured car?,True
next_holiday,"When is the following occasion expected, and what does it commemorate?",True
repeat,Can you please articulate the query in a different way?,True
change_accent,Would it be doable to modify the vocal range from what we currently have?,True
change_accent,Can the tone of the recording be adjusted to another variation?,True
distance,What is the recommended hour for my arrival at the airport?,True
how_old_are_you,What number signifies your upcoming birthday?,True
ingredients_list,Required purchases for making spaghetti?,True
nutrition_info,Unearth the dietary data of bell peppers for me.,True
report_fraud,This billing is unacceptable.,True
plug_type,Is there a way to attach my equipment to the power supply in France?,True
repeat,please articulate that previously spoken phrase.,True
food_last,How long can milk be consumed before becoming unfit for consumption?,True
thank_you,It's good to have a reply from you on that.,True
nutrition_info,What are the dietary contents of a serving of yogurt?,True
transactions,I'm curious to know the electronic products that became mine after 6am this morning. ,True
mpg,What is the range of this car in terms of kilometers or miles on a full tank of gas?,True
pto_balance,May I inquire about the remaining hours allotted for my breaks?,True
travel_notification,Convey that I will be in Australia during the period of February 23-25 to my monetary establishment.,True
pto_balance,What is the maximum duration I can stay off from my workplace without any consequences?,True
nutrition_info,Could you provide me with details regarding fish content?,True
recipe,Is there a technique for preparing roasted vegetables that you can recommend?,True
plug_type,Is there any difference in electrical sockets between Costa Rica and my country?,True
min_payment,What is the most affordable rate I can avail for my insurance expenses? ,True
text,Is it within your ability to inform Mary of her amazing qualities?,True
weather,How should I dress myself appropriately for the day ahead?,True
directions,Can you inform me of the gas station near Glendale?,True
food_last,For how much time can milk be stored?,True
ingredients_list,Which materials must be available to cook an exquisite lasagna meal?,True
pay_bill,I am required to compensate the electrical service provider for the energy consumption used during this cycle.,True
whisper_mode,Engage the low volume setting.,True
directions,In which direction can I find a fueling station from Glendale?,True
report_fraud,"There is an unverified entry on my bank statement with the name of McDonald's, which I do not recall authorizing.",True
food_last,How long can you keep tofu preserved by freezing it?,True
weather,Is there anything noteworthy going on in terms of the climate in Austin?,True
transactions,What did I buy in the electronics store this morning past 6 am?,True
report_fraud,There are certain things listed on my virtual bill for Penneys that I haven't bought. ,True
text,Would you be willing to communicate with Mary and let her know how incredible she is?,True
pin_change,What is the personal information that only belongs to me?,True
who_do_you_work_for,Which individual holds authority over your tasks?,True
transactions,How many dollars did I shell out for my latest purchase?,True
whisper_mode,Switch off the faint sound mode.,True
recipe,What is the best way to initiate the process of crafting your pizza dough from scratch?,True
food_last,For what period of time can I hold onto milk without needing to dispose of it?,True
next_holiday,When can I anticipate having some time for myself again?,True
pay_bill,"My water payments are due, and I need some aid to handle them.",True
pto_balance,What is the extent of my available time off?,True
thank_you,"The provided information is quite valuable, AI.",True
make_call,Can you make contact with Sal for me?,True
mpg,How far can you go on one fill-up of gas in this automobile?,True
text,Notify Courtney regarding the road diversion through an alternate means of communication.,True
thank_you,Your aid has been invaluable.,True
nutrition_info,Can blueberries contribute to overall well-being?,True
repeat,Could you kindly rephrase your last statement for me?,True
gas,Inform me about the capacity of my vehicle's tank for combustibles.,True
payday,When can I expect funds to be transferred into my account?,True
gas_type,May I know the specific energy source utilized by your automobile? ,True
meal_suggestion,Can you propose any Roman dishes worth trying?,True
how_old_are_you,How many revolutions around the sun have you completed by your next commemoration?,True
pto_request_status,Can you tell me if my time off plans are ready?,True
pto_request_status,Is there any news to report about how my leave application is being handled?,True
gas,"""What's the condition of my vehicle's propellant?""",True
report_fraud,Is there any unauthorized spending on my account?,True
how_old_are_you,"""When you last blew out the flames, how many were there atop your treat?""",True
repeat,Can you Please reiterate what you said?,True
gas,What is the current capacity of the tank?,True
pto_request_status,Have I been granted permission by my superior to have some days away?,True
gas,"""What's the status of my car's energy source?""",True
tire_change,Is it necessary to pay attention to possible modifications made in September?,True
recipe,What's your recommendation for cooking vegetables through the use of roasting?,True
food_last,What is the duration tofu can remain preserved while being frozen?,True
who_do_you_work_for,"""What is the name of the firm you are affiliated with?""",True
meal_suggestion,Do you have any information about tonight's supper menu?,True
travel_notification,I would like to relay news of my upcoming trip to the Bahamas to my banking establishment.,True
accept_reservations,Are advance bookings necessary for Central?,True
travel_notification,Notify my financial institution of my current location in Brazil.,True
who_do_you_work_for,To whom do you report?,True
gas_type,Could you disclose to me the particular petroleum that powers your vehicle? ,True
transactions,How can I check what payments I've made recently?,True
are_you_a_bot,Are you a voice created by an automated system?,True
traffic,Do you experience congestion while commuting to your job location?,True
gas_type,What is the energy source of your vehicle?,True
calories,Is it possible to verify the nutritional value of a chicken sandwich?,True
who_do_you_work_for,Do you submit to someone else's commands?,True
recipe,Please give me tips on creating a scrumptious tuna-based baked dish.,True
food_last,How long can milk be consumed for before it spoils?,True
report_fraud,It is necessary for me to inform Bank of the West about dubious actions taken with my payment card.,True
meal_suggestion,Are there any amazing Roman cuisine recommendations you have in mind?,True
are_you_a_bot,Do you exist?,True
min_payment,What is the slightest amount that I am allowed to remit for my insurance premium?,True
directions,Give me the location of a petrol pump in proximity to Glendale?,True
gas,Can I achieve my intended destination without requiring a refill?,True
payday,"""When can I expect to receive my salary again?""",True
pto_balance,What is the duration of my holiday?,True
are_you_a_bot,"Are you an actual individual, or some form of automated entity?",True
directions,What is the hospital that has the shortest distance from my current location?,True
plug_type,How can I establish connectivity for my electrical devices in France?,True
traffic,Can I expect congestion during my commute to the office?,True
min_payment,"""What is the most meager quantity that I can remit for my gas expenses?""",True
pto_request_status,What is the current state of my time off plans?,True
who_do_you_work_for,Who provides means for your livelihood?,True
meal_suggestion,"The taste of Indian food agrees with me, might you provide guidance on what I should order?",True
who_do_you_work_for,To whom do you owe obedience and compliance?,True
food_last,How many days can milk last before it goes bad?,True
next_holiday,Is there any significant occasion that I need to be aware of in the near future?,True
report_fraud,There's a suspicious transaction in my account credited to Dave's Video.,True
distance,How much of a wait would it take for me to get to Walmart?,True
thank_you,Numerous gratitudes.,True
change_language,It would be preferable if the communication is conducted through the Spanish lexicon.,True
make_call,I desire the ability to converse with a person utilizing a telecommunication apparatus.,True
weather,Could you update me on the meteorological situation prevailing in Austin at the moment?,True
payday,Which particular day can I anticipate earning my wages from employment?,True
tire_change,What signs should I look out for to indicate it’s time to get a new set for my vehicle?,True
pto_balance,What is the extensive duration I could stay away from the office?,True
calories,What is the nutritional value of fries?,True
plug_type,"In the Caribbean region, what is the standard electric connector?",True
text,Type up a warm welcome to Jack on your screen and shoot it his way.,True
next_holiday,At what point can we plan our upcoming gathering in this location?,True
pin_change,Do you recall the digits that I use to access my information?,True
pay_bill,My vehicle expenditures should be settled.,True
payday,When can I anticipate acquiring my compensation?,True
repeat,Could you express that once more?,True
text,Receive a written memo to grade.,True
directions,Can you provide me with the route to reach Phoenix?,True
next_holiday,Discover the time when one can unwind and relax.,True
pin_change,How might I obtain entry into my checkings database?,True
who_do_you_work_for,Who is the individual you are accountable to for your occupational tasks?,True
how_old_are_you,When is the momentous occasion when you commemorate entering this life?,True
pin_change,Alter the secret key for my money storage.,True
ingredients_list,What is required for lasagna preparation?,True
ingredients_list,What are the necessary items for baking chocolaty squares?,True
calories,Can you provide information about the energy gained from consuming a cheeseburger?,True
tire_change,At what point should I consider updating my vehicle's wheel support framework?,True
recipe,What are the steps to preparing pasta?,True
traffic,Is the path to my workplace congested?,True
gas_type,Which gasoline rating is needed?,True
plug_type,Is the configuration of electricity accessing portals identical in that nation?,True
payday,Is there any indication as to when funds will be credited to my account again?,True
how_old_are_you,Do you mind sharing with me the length of time you've been alive?,True
plug_type,Do I have to adjust my electronic devices when traveling to Guam?,True
travel_notification,"Before my impending presence in London, it is necessary that I relay my whereabouts to the relevant financial entity.",True
ingredients_list,How do you prepare lasagna with specific foods?,True
pay_bill,There is a vehicle-related credit I need to settle.,True
next_holiday,What is the upcoming celebration and what date does it fall on? ,True
transactions,What is the update regarding the newest action on my account?,True
thank_you,Countless appreciations.,True
carry_on,Is there a limit to the amount of belongings passengers may bring on their person when flying with JetBlue?,True
text,Let Dave know of my imminent arrival.,True
thank_you,We cannot underestimate the significance of AI's contributions to society.,True
calories,What is the nutritional value of chicken tenders?,True
mpg,What quantity of gasoline is sufficient for the distance travelled by my car?,True
how_old_are_you,On which day were you welcomed to this world?,True
pay_bill,Is it possible for me to cover the fuel charges from the checking account balance?,True
nutrition_info,Can you provide details about its ingredients and their impact on health?,True
pto_balance,"""What is the allotted amount of free time that I have earned?""",True
make_call,Can you get in touch with Stefan Larson?,True
carry_on,Can you share the guidelines for taking items on board during my upcoming flight?,True
bill_balance,Is there a way to calculate the combined fees for electricity and water consumption?,True
payday,On which day can I anticipate receiving a payment once more?,True
nutrition_info,I need to know what essential elements are present in a standard serving size of milk.,True
gas,Is the distance between my current location and destination within this vehicle's capacity?,True
thank_you,"""Awesome, it's very generous of you!""",True
carry_on,How much luggage can passengers bring on JetBlue flights?,True
taxes,Can you tell me the figure that I need to settle with the Internal Revenue Service? ,True
change_accent,Can we alternate the sound I'm hearing in a feminine register?,True
payday,When will the remuneration for my work be available?,True
bill_balance,What price do I need to pay for using water and electricity? ,True
gas_type,Which element is utilized as energy source for a car?,True
gas,What is the state of the tank?,True
recipe,Do you have any tips on how to create a delicious pasta dish?,True
recipe,How can one produce a plate of pasta?,True
mpg,How many miles can you drive with a single tank in this car?,True
taxes,Can you disclose the aggregate amount I paid to the government?,True
whisper_mode,Is there a method to return to regular talking after being in a hushed state?,True
payday,Is there a way for me to find out when my next financial compensation will be available?,True
food_last,What's the lifetime of milk before it turns bad?,True
bill_balance,Can you inform me about the cost of both monthly car payment and insurance?,True
directions,Could you direct me towards a petrol pump situated nearby Glendale?,True
ingredients_list,How do you go about creating a perfect lasagna recipe?,True
text,What is a short script to initiate an online conversation with somebody?,True
weather,How do you feel about the atmosphere outside right now?,True
meal_suggestion,Can you recommend a delightful dish from the Indian cuisine that suits my taste buds?,True
payday,Can you tell me about the time frame for my next payment?,True
mpg,"In terms of fuel usage, how far can my automobile travel?",True
calories,How much energy does a banana provide?,True
tire_change,What is the appropriate moment to exchange my wheels?,True
calories,What is the nutritional value of an orange in terms of its energy?,True
payday,What is the timestamp indicated on the final income statement I received?,True
calories,What is the nutritional value of chicken nuggets? ,True
bill_balance,What is the amount that I am liable to pay Visa?,True
lost_luggage,The belongings I was carrying are no longer with me.,True
taxes,What is the amount of money that I am responsible for paying to the government? ,True
next_holiday,Identify the following date that is regarded as a break from the routine.,True
traffic,Do I need to anticipate any obstructions during my usual travel to my workplace?,True
distance,Can you inform me about the route I should take to get to the Sears Tower situated in Chicago?,True
whisper_mode,Cease the functionality of hushed performance.,True
pin_change,The four digit security sequence for my card is not within my mind's reach.,True
text,Inform Samantha of my 10-minute proximity.,True
bill_balance,Can you let me know the amount I need to pay for my water usage?,True
accept_reservations,Can one pre-book dining arrangements for Taco Bell?,True
who_do_you_work_for,Is there anyone else who directs your actions?,True
gas_type,What is the source of energy for your car?,True
meal_suggestion,"My taste buds are craving something authentic and Italian, what can you propose?",True
pay_bill,There's a financial obligation attached to my car ownership.,True
nutrition_info,Can you provide me with details about the ingredients that are used to make cheese fries?,True
pay_bill,Settle my gas fee using the funds in my checking account.,True
distance,What is the remaining distance to cover for us to arrive at our goal?,True
ingredients_list,What are the necessary things for producing brownies?,True
weather,What's the current situation with the elements in Austin?,True
ingredients_list,Which components are necessary to prepare lasagna?,True
pto_balance,How long is my break from work?,True
are_you_a_bot,Can you confirm if you are a living being or an automated entity?,True
weather,How are the conditions outside in Seattle?,True
pin_change,What is the procedure for altering the given label under my checkbook?,True
how_old_are_you,When do you celebrate another year of life?,True
food_last,For how long can milk be stored without getting spoiled?,True
plug_type,Identifying the typical electric receptacle used in Japan?,True
payday,What is the timeline for me to obtain my earnings?,True
gas,Is it possible to get to Atlantic City without stopping for gas?,True
make_call,Can you communicate with Sal using a different method?,True
repeat,"Can you phrase the query differently, please?",True
payday,When will the payment for my work be credited to me?,True
weather,Would it be possible for you to share with me the ambient state of Austin currently?,True
transactions,At what point in time did I make a purchase for the final time?,True
travel_notification,Advise my fiscal entity about my stay in Canada throughout the entire week starting on the 6th and ending on the 13th.,True
are_you_a_bot,Can I trust your existence?,True
calories,How much energy can you get from an orange?,True
report_fraud,I have to notify Bank of the West of some fishy dealings that took place with my card.,True
calories,Are there high levels of nutrients in chicken nuggets that contribute to a healthy diet?,True
calories,What's the amount of sustenance in a banana?,True
plug_type,Is it necessary to adapt electrical devices in France due to different power sources?,True
travel_notification,Notify my monetary organization about my absence from the nation during the 6th till 13th.,True
accept_reservations,Can I secure a spot at Taco Bell beforehand?,True
change_accent,Is it possible to alter the pitch or tone of a person's speech to female-sounding?,True
taxes,In what manner do I provide funds for the nation's expenditure?,True
pay_bill,"I need your aid to handle my gas expenditure, can you offer any support?",True
who_do_you_work_for,To whom do you answer for your professional responsibilities?,True
whisper_mode,End the quiet setting.,True
change_language,Can you communicate utilizing the French dialect?,True
how_old_are_you,May I ask for the amount of time that has passed since you came to existence?,True
gas,Can you inform me of the condition and quantity of the combustible component currently powering my automobile?,True
recipe,What are some ideas for cooking with pasta?,True
nutrition_info,Suss out the food facts of bell peppers for me.,True
meal_suggestion,Can you recommend any tasty Thai cuisine options?,True
pin_change,Is there a way to modify the title associated with my banking documentation?,True
pto_request_status,Are you informed regarding the holiday arrangement?,True
recipe,What are the steps required to cook an omelet?,True
bill_balance,How large of a sum should I set aside for expenses this month?,True
min_payment,How small can the value of my hospital expenses go?,True
gas,How much longer can I continue driving with my current gasoline capacity?,True
are_you_a_bot,Are you flesh and blood or made of circuits?,True
mpg,What total road coverage capacity does this vehicle have on one tank of fuel in a highway scenario?,True
repeat,Kindly recap the most recent information.,True
how_old_are_you,What's the figure that depicts the span of time in which you've been present?,True
report_fraud,"""The transaction I made with Guitar Center is appearing as questionable on my account.""",True
change_accent,Is it possible to have a variation in the way it is spoken?,True
nutrition_info,What are the benefits of consuming blueberries?,True
pin_change,Modify the combination that unlocks my banking details to a different sequence.,True
gas_type,Which particular substance is appropriate to fill in my new car?,True
calories,Is there a significant amount of sustenance to be gained from eating bananas?,True
recipe,Can you suggest a great way to prepare chili?,True
ingredients_list,Give me a comprehensive list of all the items essential for cooking pasta.,True
gas_type,In what manner do you provide energy to your vehicle?,True
travel_notification,Can you help me notify someone about my scheduled unavailability for the duration of one week starting from next Wednesday?,True
food_last,At what point does milk become unsuitable for consumption?,True
pay_bill,I'm obliged to settle my vehicle expenses.,True
nutrition_info,Can you provide me with details on the content of one cup of milk?,True
make_call,Is it possible for you to reach out to Sal?,True
traffic,Does the way seem to be free or congested?,True
pto_balance,What is the amount of remaining time for which I am compensated?,True
traffic,Kindly inform me on how smooth or congested it is to commute from New Jersey Turnpike entering Lincoln Tunnel presently?,True
food_last,What is the duration for which milk remains in a good condition?,True
transactions,Initiate the financial mobile application and exhibit my immediate financial events.,True
report_fraud,It is necessary for me to alert Bank of the West regarding possible dubious transactions with my card.,True
meal_suggestion,I have a soft spot for Indian food - any palatable recommendations to satiate my appetite?,True
change_accent,"""I desire a different tonality for all future audios."" ",True
taxes,What is the sum of funds that I owe to the governmental organization for income filing?,True
how_old_are_you,At what point in your life did you last blow out the candles on a cake?,True
calories,What's the nutritional value of a pizza?,True
tire_change,What is the estimated time period for maintenance on my automobile's circular rubber coverings?,True
pin_change,I desire to modify the personal identification of my reserve fund.,True
pin_change,My mind draws a blank when it comes to the digits required for my debit card.,True
make_call,"""Get in touch with your mom""",True
tire_change,"Could any alterations be vital and warrant examination, which occurred earlier this year?",True
pin_change,May I know the numerical sequence that grants entry to my current deposit balance?,True
travel_notification,Notify my financial institution about my visit to Dubai between April 14th and 22nd. ,True
min_payment,Could you provide me with an insurance bill plan that would be less expensive?,True
pay_bill,The amount of money I owe for the water service is $4735.,True
thank_you,"""That's wonderful, much obliged!""",True
repeat,Can you please articulate your words?,True
report_fraud,Some items seem to have been mistakenly added to my online invoice from Penneys which I didn't purchase. ,True
nutrition_info,What are the components available in an egg related to health?,True
calories,How considerable is your sustenance absorption?,True
nutrition_info,May I know the breakdown of elements in a single cup of milk?,True
change_language,Can we converse using the Spanish tongue?,True
carry_on,What are the specifications for luggage allowed on American Airlines flights?,True
accept_reservations,Is it possible to secure a table at Taco Bell in advance?,True
carry_on,"How many pieces of baggage can be brought onto a United Airlines flight towards Austin, Texas?",True
whisper_mode,What's the way to get out of the low-volume speech setting?,True
travel_notification,"Make it known to my banking institution that I will be in Dubai, arriving on April 14th and leaving on April 22nd.",True
payday,What was the time frame of my most recent salary reception?,True
tire_change,Are there any indications that suggest I should swap out my old rubber with fresh ones?,True
carry_on,What's the maximum weight of bags I can bring aboard?,True
travel_notification,Could you pass my message to the financial institution while I'm away in Mexico?,True
meal_suggestion,Any ideas on what to prepare for my supper tonight?,True
tire_change,When do I recognize that the wheels on my car need attention?,True
plug_type,What kind of electrical input does device Z require?,True
traffic,Are there any hold-ups during the commute to the workplace?,True
change_accent,Is it possible to alter the tone of the audio?,True
directions,Is there a Fry's facility within my reach?,True
who_do_you_work_for,Do I hold any control over your actions?,True
meal_suggestion,What's a delectable Thai dish you believe I should give a go at?,True
text,Make sure Samantha is aware of my arrival in 10 minutes.,True
mpg,What range does my vehicle have with the current level of gas?,True
carry_on,Can you provide information on how to bring toothpaste while traveling?,True
pay_bill,I require funds to satisfy my obligations on Visa expenditure.,True
food_last,How long before a burrito becomes unsuitable for consumption when kept frozen?,True
change_accent,Adjust the vocal characteristics to resemble those of a woman?,True
plug_type,What type of electrical connection is utilized in the Caribbean?,True
food_last,Until what point can I keep tofu in a state of suspended animation?,True
transactions,When did I previously buy something?,True
distance,What is the geographical distance from Orlando to my current location?,True
bill_balance,What's the current outstanding amount on my Visa?,True
travel_notification,Notify the concerned department that my whereabouts have changed.,True
weather,"Let's investigate the atmospheric conditions, shall we?",True
tire_change,How can we determine if it's time to invest in new car equipment?,True
bill_balance,Does the telephone invoice reflect identical charges as the last time?,True
weather,What can I expect the sky to look like today?,True
report_fraud,"I have an item on my bill that shows a payment made to Payless Shoes, but I did not make any purchase there.",True
min_payment,Can you suggest a cost-effective alternative to pay off my insurance invoice?,True
food_last,When does a burrito lose its suitability for eating after being in the frozen state?,True
pto_request_status,Is it possible for you to let me know if my days of absence have been accepted?,True
distance,Can you provide directions to Sears Tower in Chicago and an estimation of the duration it would take to arrive there?,True
how_old_are_you,On what occasion did you first arrive?,True
gas,"Do I need to refill my tank prior to travelling to Washington, D.C.?",True
lost_luggage,"""Could it be possible that certain articles {have gone astray and are no longer accessible to me}?",True
report_fraud,Are there any suspicious transactions associated with my account?,True
pin_change,Can you modify the combination of my safety savings?,True
make_call,It's necessary for me to reach out to a person.,True
meal_suggestion,What type of Indian dish do you advise?,True
accept_reservations,Can I secure a table at Eleven Madison Park for a specific date and time?,True
repeat,"I'm sorry, would you mind restating that statement once more?",True
pin_change,What steps can I take to modify the identification tied to my financial record of payments?,True
directions,What is the route I should take to reach the train station on foot?,True
pto_request_status,Has the supervisor given the green light for my time off yet?,True
report_fraud,"The bill displays a transaction made at Payless Shoes, however, I didn't make any purchase there.",True
repeat,May I request you to recapitulate your previous statement?,True
traffic,Are there frequent delays while traveling to Newark from Philadelphia using I-95 at midday?,True
recipe,"I need instructions on preparing a savory dish with canned tuna, can you assist me?",True
travel_notification,I must convey to my financial institution that I will be present in London shortly.,True
gas_type,What is the suitable air to be pumped into this vehicle?,True
accept_reservations,Would it be feasible to pre-arrange seating at White Castle?,True
pin_change,Is there a method for altering the title attached to my bank-issued document containing expenditure and balance records?,True
change_language,Can I rely on you to assist me with my Russian utilization?,True
change_language,Our interactions must involve the use of English for effective understanding.,True
recipe,Can you share the procedure for creating a tuna salad dish?,True
nutrition_info,What is the dietary content of fish?,True
