intent,text,no_taboo_words
whisper_mode,Switch off the soundless setup.,True
recipe,What are the steps to begin crafting your own pizza dough from scratch? ,True
food_last,How much time can I keep milk chilled without any harm?,True
pay_bill,I am seeking help to manage my payments for the water usage.,True
repeat,Could you kindly reiterate your statement?,True
distance,Can you inform me as to the remaining distance until we arrive at our intended destination?,True
pto_balance,"""Can you tell me about the duration of the interval during which I can be absent from work?""",True
thank_you,"Your output provided an abundance of data, ai - I'm grateful.",True
text,Notify Courtney regarding the diversion via one of her communication channels.,True
thank_you,Your aid has been beneficial and I'm grateful for it.,True
nutrition_info,In what ways can blueberries boost your well-being?,True
repeat,Could you kindly articulate that once more?,True
gas,Can you inform me about the status of my vehicle's energy container?,True
payday,When can I expect to see a monetary transfer in my account?,True
gas_type,What is the form of energy your automobile consumes?,True
meal_suggestion,Can you recommend any recipes from ancient Rome cuisine?,True
how_old_are_you,"What is the quantity of annual cycles undergone by you, starting from your arrival in this world?",True
pto_request_status,Can you tell me what is happening with my holiday inquiry?,True
pto_request_status,Has any communication been made concerning my holiday allowance?,True
gas,Is my automobile capable of running for a specific distance before stopping?,True
report_fraud,Is there an unauthorized usage of my account?,True
how_old_are_you,At which point did you most recently mark another year of existence?,True
pto_request_status,Have I been cleared by the chief executive officer to take a break?,True
gas,What is the current status of my car's ability to drive a certain distance?,True
tire_change,Has the necessity arisen to reevaluate my vehicle's footwear for September?,True
recipe,Any suggestions for roasting vegetables perfectly?,True
food_last,What is the maximum duration for tofu to remain in a frozen state?,True
who_do_you_work_for,Could you disclose the identity of the company that you're aligned with?,True
meal_suggestion,Can you tell me the intended dish for tonight's sustenance?,True
accept_reservations,Are there specific requirements for accessing Central?,True
travel_notification,Notify my financial institution about my presence in Brazil.,True
who_do_you_work_for,Whom do you answer to in your daily tasks?,True
gas_type,Could you specify the source of power that propels your vehicle?,True
transactions,How can I see the record of my expenses and transfers?,True
are_you_a_bot,What is the source of your vocalization?,True
traffic,Does heavy movement ensue during the commute to your occupation?,True
gas_type,What is the source of power for your automobile?,True
calories,Could you verify the nutritional value of a chicken sandwich?,True
who_do_you_work_for,Do you follow someone's directives?,True
recipe,Educate me on creating a savory plate containing tuna incorporated in a baked dish.,True
food_last,Is there a period by which milk becomes suboptimal for consumption?,True
report_fraud,There's something fishy going on with my transactions at Bank of the West that I need to look into.,True
meal_suggestion,Are there any dishes inspired by the Roman gastronomic tradition that you could suggest?,True
are_you_a_bot,Can I trust that you exist?,True
min_payment,What is the smallest possible amount that I need to give towards my insurance fees?,True
directions,Which fueling station can be found in close proximity to Glendale?,True
payday,What is the next day I am owed income to anticipate?,True
pto_balance,What is the extent of my time away from work for leisure purposes?,True
are_you_a_bot,Are you a flesh-and-blood entity in existence?,True
directions,What hospital is in the vicinity of where I am?,True
plug_type,How can I access electricity for my devices in France?,True
traffic,Can one anticipate a smooth ride while commuting for work?,True
who_do_you_work_for,Which organization engages your services?,True
who_do_you_work_for,Who are the figures of authority for guiding your tasks?,True
food_last,Till what duration can milk be functional?,True
next_holiday,Which event should I mark on my calendar as a future break?,True
report_fraud,A false buy appears in my account which is associated with Dave's Video.,True
distance,What's the estimate of the travel period to arrive at walmart?,True
thank_you,"There are a plethora of ways to show gratitude, what are some strategies you recommend?",True
weather,May I know about the present environmental status of Austin?,True
payday,Which particular day should I anticipate earning remuneration for my labor?,True
calories,What is the approximate amount of energy contained in a serving of French fries?,True
text,Craft a written expression of goodwill to be transmitted to Jack's device.,True
next_holiday,When is the following celebration that happens within this place?,True
pin_change,Can you enlighten me on the secret code that unlocks my data?,True
distance,Could you share some insights about the schedule that suits arriving at the airport?,True
pay_bill,There's an unsettled auto loan amount to be settled.,True
payday,"""At what point in time should I expect to receive my future remuneration?"" ",True
repeat,Can you recapitulate your previous statement in a clear and concise manner?,True
text,Receive a written notification for evaluation purposes.,True
directions,Can you provide me guidance to reach Phoenix?,True
next_holiday,Unveil the succeeding festive period?,True
pin_change,Could you disclose the cipher required to view my savings statement?,True
who_do_you_work_for,Who is responsible for overseeing your assigned tasks?,True
pin_change,Transform my passcode containing digits of exact count for my reserved funds.,True
ingredients_list,What are the essential components to concoct a tantalizing plate of lasagna?,True
ingredients_list,Which components are necessary to produce a tray of chocolate brownies?,True
calories,Could you tell me about the dietary composition of a cheeseburger?,True
tire_change,When should I go for a tire inspection again?,True
recipe,What's the process of preparing pasta?,True
traffic,Are the roads crowded during my commute?,True
gas_type,What is the suitable level of octane for a vehicle?,True
plug_type,Are the means of electricity distribution consistent in that particular area?,True
how_old_are_you,May I request an indication of the duration of your existence on this planet?,True
plug_type,Would it be necessary for me to find an electrical device transformer before going to Guam?,True
travel_notification,"The financial entity must be acquainted with my imminent presence in London, and I need to communicate this information shortly.",True
ingredients_list,Which items are necessary to assemble a scrumptious serving of lasagna?,True
pay_bill,I am responsible for fulfilling the financial commitment towards my vehicle.,True
transactions,What is the history of my latest financial movement?,True
thank_you,Can you suggest some alternative options for expressing your gratefulness other than the common phrases used?,True
carry_on,How does JetBlue govern luggage provisions in their air transportation services?,True
text,"Inform Dave, I'll make it there soon.",True
thank_you,The contributions of AI are greatly acknowledged.,True
calories,What exact amount of energy can I get from chicken tenders?,True
mpg,How far can my vehicle take me with the tank full?,True
pay_bill,Is it possible to remunerate for my natural gas charges using my bank account?,True
nutrition_info,I am curious about the ingredients of ramen.,True
pto_balance,What is the quantum of leave I have accrued?,True
make_call,It would be great if you could contact Stefan Larson.,True
bill_balance,Can you inform me of the total cost of my electricity and water consumption?,True
payday,When can I expect to receive my next salary?,True
nutrition_info,Can you provide me with a breakdown of what's inside one serving of milk?,True
thank_you,"Admirable, content!",True
taxes,How do I compute my liabilities to the revenue service department?,True
change_accent,"I prefer the sound of one particular gender, can we change it?",True
payday,At what point will compensation be disbursed again? ,True
bill_balance,Can you tell me the expense incurred for the consumption of water and electricity in my place?,True
gas_type,Which substance is appropriate to empower the transportation machine?,True
gas,What is the current capacity of the resource holder?,True
recipe,What's your go-to method for creating delicious spaghetti plates at home?,True
recipe,What are the steps to take when creating a delicious plate of pasta?,True
mpg,How far can this car go on a single tank of gas?,True
taxes,Can you inform me about the total amount I owe to the government this year?,True
whisper_mode,How can one return to normal sound level without whispering?,True
payday,Do you have any idea about the next instance I receive my salary?,True
food_last,What is the shelf life of milk?,True
bill_balance,Can you inform me on the cost of my monthly car finance and insurance expenses?,True
directions,Where can I find a gas stop that's not too far away from Glendale?,True
ingredients_list,How can one develop an appetizing lasagna dish?,True
nutrition_info,I'd like to know what elements are present in broccoli that promote good health.,True
text,"""Could I use a character as a means of conveying a friendly welcome to someone?""",True
weather,How's the atmosphere doing on this day?,True
meal_suggestion,"I have a preference for Indian food, can you recommend a dish?",True
payday,Can you provide information on the arrival of my following compensation?,True
mpg,"""What's the efficiency or effectiveness of gas consumption in my automobile?""",True
directions,What is the route to access the train on foot?,True
calories,What is the nutritional value of bananas in terms of energy?,True
tire_change,When is the perfect timing to switch my worn-out wheels?,True
calories,What is the nutritional value of an orange?,True
meal_suggestion,Is there a specific cultural cuisine that you enjoy eating from the continent of Asia?,True
calories,Can you tell me about the energy density of chicken nuggets? ,True
bill_balance,What is the amount I need to pay Visa?,True
taxes,What is the total amount I need to pay to the government agency responsible for collecting revenue?,True
next_holiday,Discover the forthcoming occasion?,True
traffic,Is my daily drive disrupted by a high volume of automobiles?,True
whisper_mode,Cease the hushed state.,True
pin_change,My brain cannot currently access the data required to unlock my card's functionalities.,True
text,Notify Samantha that my ETA is 10 minutes from now.,True
bill_balance,Can you inform me about the payment I need to make for my water usage?,True
accept_reservations,Is it possible to arrange beforehand for a visit at Taco Bell?,True
who_do_you_work_for,Is there anyone you have to listen to?,True
meal_suggestion,Is there any delightful Italian recipe worth trying out?,True
pay_bill,It's essential to clear the amount tied to my vehicle purchase.,True
nutrition_info,Can you discover details about the nourishing value of cheese fries?,True
gas_type,What is the appropriate fueling preference for this automobile?,True
pay_bill,Can I settle my fuel expenses via my checking balance?,True
distance,How distant is our destination?,True
ingredients_list,Which components do I require to prepare brownies?,True
weather,What are the current meteorological happenings taking place in Austin?,True
ingredients_list,What are the necessary components for creating lasagna? ,True
pto_balance,Within what period am I able to take time off without losing compensation?,True
are_you_a_bot,Do you consist of flesh and bone or do you run on binary?,True
weather,What is the current state of the atmosphere in Seattle?,True
pin_change,What is the process to modify the label of my bank deposit?,True
how_old_are_you,When is the day you celebrate your birth?,True
food_last,What is the possible timeline for milk consumption?,True
plug_type,How to connect my electronic device while travelling in Japan?,True
payday,When can I anticipate compensation?,True
gas,Is it possible for me to make it to Atlantic City?,True
make_call,May I communicate with Sal?,True
recipe,Do you have any tips for cooking mouth-watering chili?,True
payday,What day can I expect payment for the job that has been done?,True
weather,"What's the current atmospheric state of Austin, if I may ask you that?",True
travel_notification,"Could you please make known to my banking service provider that I plan on being present on Canadian soil for an entire week, commencing on the 6th and ending on the 13th?",True
calories,How much energy does an orange provide?,True
report_fraud,I'm in the process of alerting the Bank of the West regarding peculiar events linked to my debit/credit card.,True
calories,How much fuel do chicken nuggets provide to the body?,True
calories,Can you tell me about the amount of sustenance that bananas offer?,True
plug_type,What is the electrical equipment requirement in France?,True
travel_notification,I need to convey to my banking establishment my presence in Canada during a whole week starting next Monday.,True
change_accent,Alter the tone produced by the talker to that resembling a certain gender.,True
taxes,What is the distribution of financial resources imposed on individuals by public institutions?,True
pay_bill,Provide support for settling my gas balance.,True
who_do_you_work_for,To whom do you answer with regards to your duties?,True
whisper_mode,Put an end to the low-toned status.,True
change_language,Could you converse using the romantic tongue?,True
how_old_are_you,"Would you kindly disclose to me a piece of information about yourself, specifically regarding the passage of time from your arrival in this world until now?",True
gas,How much gasoline reserves do I currently possess?,True
nutrition_info,Could you look up and provide me with the specifics regarding the components of bell peppers?,True
meal_suggestion,Can you recommend any Thai cuisine options?,True
pin_change,Is there a way to adjust the title associated with my checking investment?,True
pto_request_status,Is it confirmed that the scheduled break is good to go?,True
recipe,Which steps are involved in cooking an omelet?,True
bill_balance,How can I know the required payment for this month?,True
min_payment,What would be the tiniest amount on my bill that I could settle?,True
are_you_a_bot,Do you fall under the category of machine or organism?,True
mpg,What range does this car accomplish for a unit amount of gasoline when driven on highways?,True
how_old_are_you,"""How many numerical units signify the length of time you've existed?""",True
report_fraud,My account reflects a disappointing acquisition done through Guitar Center.,True
change_accent,"My inclination is towards a specific kind of sound, kindly make a change.",True
nutrition_info,What are the health benefits of consuming blueberries?,True
pin_change,Alter the sequence for accessing my funds to something different.,True
gas_type,What is the appropriate substance for filling up this brand-new automobile's tank?,True
calories,"From a health perspective, what does consuming bananas provide?",True
recipe,Can you share a great way to prepare chili?,True
ingredients_list,Could you provide me a list of items required to prepare pasta?,True
gas_type,"Enlighten me, what is the power source that runs your transportation device?",True
travel_notification,Is there a way to communicate to my money-related organization that I'll be absent from the country beginning on next Wednesday and throughout the following week?,True
distance,"To arrive at the Sears Tower in Chicago, which path should we follow and what's the total journey time?",True
food_last,When does milk go off?,True
pay_bill,The car financing requires discharging of dues.,True
nutrition_info,Can you reveal the dietary worth of one serving of plain milk?,True
traffic,Does the pathway experience any delays?,True
traffic,What's the depiction of the situation regarding travel between New Jersey turnpike and the Lincoln Tunnel?,True
food_last,Is there a certain duration within which milk remains consumable?,True
transactions,Access the bank's mobile application in order for me to obtain a glimpse of my most current financial undertakings.,True
report_fraud,There's something fishy going on with my Bank of the West card that requires me to make a report.,True
meal_suggestion,"My taste buds enjoy the flavors of Indian cuisine, might you propose an option?",True
change_accent,"From this point on, I'm interested in listening to a woman's vocalization.",True
taxes,"In regards to financial obligations, what is the amount that I am required to pay to the IRS?",True
how_old_are_you,"On your most recent natal anniversary, how many times had you circled the sun?",True
calories,What's the nutritional value of a slice of pizza?,True
tire_change,What's the expected wait time for fulfilling my automobile maintenance needs?,True
pin_change,Can I alter my access code for storing funds?,True
pin_change,"My memory is failing me, what's the combination for my card?",True
tire_change,Are my transportation's soles fit for purpose in this month?,True
pin_change,Kindly share the combination needed to unlock my personal current transactions?,True
min_payment,Is there a cheaper option to settle my insurance bill?,True
pay_bill,The amount of $4735 is required to settle any outstanding dues related to my water consumption.,True
repeat,Could you kindly express that once more?,True
report_fraud,Items reflecting on my internet bill are not ones that I bought from Penney's store in-person or online,True
nutrition_info,Kindly give me data about the sustenance content of an egg.,True
calories,The quantity of nourishment obtained from a meal is what?,True
change_language,"""My inclination is towards using Spanish as a means of dialogue.""",True
nutrition_info,How much energy can be derived from consuming a standard cup of milk?,True
change_language,Can we communicate using the Spanish tongue?,True
accept_reservations,Is it possible to book a table at Taco Bell in advance?,True
whisper_mode,Is there an alternative means to exit quiet mode?,True
travel_notification,Share information with my money managing company about my planned visit to Dubai during the period spanning from April 14th to April 22nd.,True
payday,What is the time period since I gathered my earnings?,True
tire_change,How can I tell when the traction elements of my auto require an update?,True
carry_on,What is the maximum number of bags I can take with me?,True
travel_notification,Can you pass on a message to my financial institution while I'm away from Thursday to Friday in Mexico?,True
meal_suggestion,Could you offer any recommendations for dishes to prepare this evening?,True
tire_change,What evidence should I search for to determine if I require wheel upkeep services for my car?,True
plug_type,What type of electrical connection does z rely on?,True
traffic,Is it congested while commuting to your workplace?,True
change_accent,Can the pitch of the vocalization be modified? ,True
directions,Where can I locate Fry's within proximity?,True
who_do_you_work_for,Can I claim you as mine?,True
meal_suggestion,"Looking for a top-notch Thai dish to indulge in, any recommendations?",True
text,Drop a line to Samantha and notify her that I'll be there in 10 minutes.,True
transactions,Tell me about a purchase that happened lately.,True
carry_on,Are there any considerations to keep in mind if bringing toothpaste while traveling?,True
food_last,How much duration can a burrito be preserved before it loses its palatability?,True
change_accent,Transform the vocal pitch into a feminine one.,True
plug_type,What type of electric connection is utilized in the Caribbean region?,True
food_last,What's the duration for which Tofu can remain preserved in lower temperature?,True
transactions,When did I complete an exchange the previous time?,True
distance,What is the distance between Orlando and my current location?,True
bill_balance,Can you tell me the remaining funds needed for the completion of my visa transaction?,True
travel_notification,I need to convey my upcoming trip to Mexico to the department that handles fraudulent activity in my account.,True
weather,Allow us to inspect the atmospheric conditions.,True
tire_change,At what point should I consider getting fresh ones for my car's wheels? ,True
bill_balance,Did my payment for cellular services stay unchanged from last month?,True
weather,Can you depict the atmospheric conditions of today?,True
report_fraud,"The payless shoes store appears on my invoice, yet I can't recall buying anything from them.",True
min_payment,How much do I need to spend on insurance to get the coverage I want?,True
food_last,When does a thawed burrito become unfit for consumption?,True
pto_request_status,Can you inform me when my period of absence is given the green light?,True
how_old_are_you,Could you share the specific details of your initiation?,True
gas,Am I equipped with adequate resources to reach my destination at Washington DC?,True
report_fraud,Are there any illicit actions made with regards to my account?,True
pin_change,Adjust the security code of my money storage to a simple sequence.,True
meal_suggestion,"""What Indian dish do you endorse?""",True
accept_reservations,Is it possible to secure a table at Eleven Madison Park?,True
repeat,Would you mind restating your utterance once more?,True
pin_change,Can I modify the nomenclature of my current deposits list?,True
directions,What is the route I should follow to reach the train station on foot?,True
pto_request_status,Has the boss given the green light to my time away from work?,True
report_fraud,"I have a record of payment to Payless Shoes on my bill, but there wasn't any purchase made from me. ",True
traffic,Will the drive from Philadelphia to Newark on I-95 during noon hours pose any hurdles in terms of smooth travel progress?,True
travel_notification,I require informing my monetary institution of my presence in London shortly.,True
accept_reservations,What are the chances of grabbing a table for a meal at White Castle?,True
pin_change,Is it possible to alter the designation associated with my banking transaction?,True
recipe,Could you offer a method to prepare tuna and vegetables mixed meal?,True
nutrition_info,What are the details pertaining to the sustenance that can be retrieved from fish?,True
report_fraud,I need to notify the Bank of the West about suspicious actions concerning my card.,True
ingredients_list,What are the required items for creating a batch of brownies?,True
meal_suggestion,Can you recommend any recipes from the Roman cuisine?,True
meal_suggestion,What kind of cuisines do you recommend having tonight?,True
recipe,What are the steps to initiate creating pizza dough from scratch?,True
thank_you,The assistance you offered was instrumental in my progress.,True
tire_change,What are some indications that it's time to switch up the wheels' attachments?,True
thank_you,I am grateful for your contribution.,True
whisper_mode,It's important to keep the volume down.,True
ingredients_list,Which steps are necessary for achieving a traditional taste of Kimchi?,True
text,"""Acquire a digital correspondence to evaluate.""",True
tire_change,"""What is the estimated duration for repairing the rubber component of my vehicle's wheels?""",True
nutrition_info,What are the contents found in a single cup of milk?,True
pay_bill,Can you aid me with my gas disbursement?,True
accept_reservations,Is it possible for me to secure a table at the Olive Garden?,True
how_old_are_you,Do you recall the moment of your inception?,True
accept_reservations,Is it possible to secure a table at Bill's House of Chop Suey in advance?,True
plug_type,Do I need to modify my power source arrangement for a trip to France?,True
min_payment,What is the baseline amount to remit for my Verizon services?,True
make_call,Could you please get in touch with Stefan Larson?,True
travel_notification,I must communicate to my monetary establishment that my itinerary involves a stay in Australia during February 23rd through February 25th.,True
change_accent,"""My preference is for an alternative auditory experience henceforth.""",True
calories,The consumption of too much sustenance may prove to be harmful for one's health.,True
food_last,What is the shelf life of honey?,True
recipe,What are some recommendations for cooking pasta?,True
pto_balance,What's my available free time at work left?,True
pto_request_status,Can you tell me the current update on my leave inquiry?,True
mpg,How far can my car go on a certain amount of gas?,True
taxes,What is the sum that I need to pay based on my income?,True
change_language,Is it possible to converse using the Spanish tongue?,True
transactions,Is there anything new that occurred on my bank statement?,True
are_you_a_bot,Do you embody a physical form?,True
calories,How much metabolic fuel does a pizza contain?,True
meal_suggestion,I am eager to have a taste of cuisine from Ireland.,True
taxes,Would you be interested in learning about how I fund government operations?,True
calories,Can you tell me how much nutritional value my french fries have?,True
pto_request_status,What sort of impression do you get about my holiday?,True
nutrition_info,Can you elucidate the consumable and edible components of applesauce?,True
ingredients_list,Which things should I have to cook macaroni dish?,True
recipe,What steps do you take to have a well-prepared taco?,True
food_last,Is there a recommended period to consume honey?,True
pto_request_status,Is there any development regarding the authorization of my break?,True
change_accent,"I prefer the sound produced by women, please make a transition.",True
payday,What time can I collect my salary's residue? ,True
