intent,text,no_taboo_words
datetime_query,Can you let me know what hour it is right now in Germany?,True
music_query,In which year was this melody released?,True
play_music,The time has come for us to groove to some classic songs by the Beatles.,True
audio_volume_down,Make the audio softer?,True
transport_traffic,How packed are the automobiles that occupy the route I take to my workplace?,True
music_query,Can you identify the melody that is presently audible?,True
play_music,"Can you put on the song ""Let Me Love You"" by Ariana Grande?",True
music_query,Please forward me the song's verses via electronic mail.,True
datetime_query,Can you tell me the present hour in Germany?,True
audio_volume_down,Adjust media sound to a tolerable level.,True
audio_volume_down,Modify the sound amplitude of the narrator's voice velocity.,True
audio_volume_up,"Pardon me, could you repeat yourself as I am unable to perceive your speech?",True
music_query,In what year was this melody made available to the public?,True
news_query,Is there any recent activity occurring on Facebook?,True
music_query,Would you please inform me about the composition playing at the moment?,True
audio_volume_up,Is it possible to set the audio to its highest capacity?,True
cooking_recipe,Can you share the method of preparing cookie batter?,True
play_music,Is it possible to enjoy some tunes by The Fab Four?,True
cooking_recipe,What is the ideal oven heat to make cookies?,True
news_query,What are the current popular subjects of discussion online?,True
transport_traffic,Provide insights on the state of transportation flow at this moment.,True
transport_traffic,"""Is it possible that I'll experience heavy delays when traveling to my workplace?""",True
play_music,Are tracks by the legendary band called The Beatles accessible for play?,True
news_query,"""What is the latest occurrence in our vicinity that's worth knowing?""",True
weather_query,Will it be sunny or cloudy when I wake up tomorrow?,True
news_query,What events are happening at the government center?,True
news_query,Is there any latest development concerning the bombing incident in Sweden?,True
weather_query,What can I expect in terms of meteorological patterns on the upcoming Monday?,True
audio_volume_down,Alter the decibel intensity of the orator's rhythm of speaking.,True
datetime_query,What is the temporal term that refers to Central Standard Time in Chicago?,True
cooking_recipe,Investigate methods for incorporating four types of cheese into your breakfast omelet.,True
qa_currency,What form of payment do people use in Egypt?,True
transport_traffic,Are there any obstacles that may cause delays in commuting?,True
datetime_query,What is the chronological order of days leading up to the mid-week marker after today?,True
cooking_recipe,May I know the steps involved in creating delicious treats that are typically round and sweet?,True
news_query,Is there anything noteworthy that occurred this morning?,True
audio_volume_up,Can you adjust the sound to the maximum level?,True
cooking_recipe,Explore options for crafting a delicious four-cheese omelette.,True
news_query,What are the recent happenings in our community?,True
datetime_query,How many hours have passed since sunrise in Chicago?,True
music_query,Could you provide details regarding the melody that's currently on?,True
weather_query,Am I supposed to carry an object to avoid getting soaked in wetness falling from the sky?,True
music_query,Identify the tune that's currently on.,True
cooking_recipe,Which oven heat level can ensure flavorful potatoes after roasting?,True
datetime_query,Could you tell me what hour it is in the city of Chicago?,True
audio_volume_up,Would it be possible to amplify the sound a bit more?,True
cooking_recipe,Explore different ways to prepare a fluffy omelet with multiple cheesy flavors.,True
play_music,Can you stream songs from The Beatles' discography?,True
qa_currency,What is the value of one US dollar in Japanese yen?,True
music_query,Can you tell me what is currently playing?,True
weather_query,Can you provide me information on the atmospheric conditions for Monday?,True
qa_currency,How do the monetary worths of the US dollar and Calone differ from one another?,True
qa_currency,"In terms of value, how do the lera and the dollar compare?",True
weather_query,Is today's atmosphere prone to precipitation?,True
transport_traffic,What is the current status of transportation in terms of congestion?,True
cooking_recipe,What is the ideal degree setting for roasting potatoes in an oven?,True
qa_currency,"In terms of monetary value, how does a calone stack up against the US dollar?",True
datetime_query,Explore for the existing local co-temporal orientation.,True
audio_volume_down,Make the audio less loud.,True
datetime_query,What signifies the progress of existence?,True
audio_volume_down,Adjust the audible levels of the talker’s speech pace.,True
weather_query,Is it going to be bright enough outside for me to require my shades?,True
datetime_query,Kindly inform me of the existing second?,True
music_query,The rhythm I find myself indulging in often belongs to what group?,True
news_query,What's the buzz around town lately? I'd love to catch up.,True
datetime_query,What is the duration between two events?,True
play_music,The sweet sound of a Cat Stevens melody always makes me happy.,True
weather_query,"Can you tell me if there's wetness in New Brighton, PA?",True
music_query,Which category of tunes catch my attention often?,True
datetime_query,How can I find out the present temporal status of urban Illinois?,True
play_music,"I'm in the mood for my personal music compilation, can we have it on?",True
cooking_recipe,Could you demonstrate how to make those yummy baked goods with chocolate chips?,True
news_query,Subjects of interest that are gaining prominence lately?,True
play_music,A melody performed by the great Cat Stevens would fill me with utter delight.,True
weather_query,Should I skip work in case of precipitation? ,True
audio_volume_up,Would it be feasible to amplify the sound output?,True
cooking_recipe,How can I determine the right frying temperature for a full turkey?,True
music_query,What's the artist behind that track?,True
transport_traffic,What's the ideal duration of traveling to your professional destination?,True
datetime_query,On which weekday does the upcoming Wednesday belong? ,True
qa_currency,What can be bought with five hundred pesos in Mexico?,True
datetime_query,What is the current hour in the city of Chicago?,True
play_music,Is it possible to access the latest set of tracks from Bob Dylan's music?,True
cooking_recipe,What are the ways to prepare a dish?,True
qa_currency,What is the equivalent value of dollars in pounds?,True
cooking_recipe,"Can you provide a compilation of components for Welsh Rarebit, robot?",True
transport_traffic,What is the current flow of cars?,True
audio_volume_down,Can you reduce the intensity of your vocalization?,True
datetime_query,What is the current period in Chicago?,True
audio_volume_up,Can you amplify the audio a bit?,True
audio_volume_up,Would you be able to enhance the audibility as much as you can?,True
transport_traffic,Does commuting to your job face any hindrances?,True
music_query,May I know more about the composition currently on air?,True
transport_traffic,Are there any obstructions on your way towards the office?,True
audio_volume_down,Reduce the audio output of the talker.,True
qa_currency,How do the values of dollar and lera vary from each other?,True
audio_volume_down,Would it be possible to minimize the audio level now?,True
qa_currency,What type of cash do people frequently utilize in Egypt?,True
audio_volume_down,Tune the media audio to a bearable degree.,True
qa_currency,How many pounds can be purchased with dollars?,True
weather_query,Would it be a good idea for me to bring along my dark glasses right now?,True
audio_volume_up,My necessity is a more substantial decibel level.,True
audio_volume_up,"Adjust the audio to its maximum capacity, if you will.",True
cooking_recipe,Would you mind sharing the steps for baking some yummy cookies at home?,True
news_query,"Have there been any developments worth noting on the social media platform, Facebook?",True
qa_currency,How much value does one U.S. dollar represent in Indian currency?,True
audio_volume_down,Adjust the sound output of the audio system.,True
datetime_query,What is the current moment in Ivory Coast?,True
cooking_recipe,My intention is to make that cuisine.,True
weather_query,Do I need something to protect me from water coming from above? ,True
music_query,Could you enlighten me about the current audio track?,True
audio_volume_up,Boost the loudness of the leftward speaker by a factor of ten.,True
audio_volume_down,Could you make it a little less noisy?,True
transport_traffic,How much time does an average person take to reach their office?,True
play_music,"Is it doable for you to have the tune ""Let Me Love You"" performed by Ariana Grande playing?",True
music_query,Identify the tune that's being aired right now.,True
play_music,Can you blast some groovy funk tunes?,True
datetime_query,What is the discrepancy in timings from here to Dakar?,True
transport_traffic,Is there any obstruction that might cause delay for commuters?,True
transport_traffic,Is the route to your workplace uncongested?,True
weather_query,Is there any accessory that can provide me with shelter during precipitation? ,True
qa_currency,How much purchasing power does a Calone hold against the US dollar?,True
play_music,Can you begin playing the musical pieces from the movie Titanic?,True
audio_volume_up,My necessity is for a substantial amplification.,True
music_query,Can you provide details about the melody playing in the background?,True
cooking_recipe,What's the ideal heat setting to make cookies crispy?,True
audio_volume_down,Diminish the intensity of audible multimedia elements.,True
cooking_recipe,What temperature setting is recommended for making cookies in an oven?,True
weather_query,Should we expect water from the sky later in the day?,True
audio_volume_down,Diminish the sound intensity of the speech giver.,True
qa_currency,How many dollars is equivalent to five hundred pesos?,True
cooking_recipe,How do you go about making a delicious meal?,True
transport_traffic,Could you share an overview of the current state of transportation?,True
music_query,"Who composed that melody, if I may inquire?",True
play_music,What's the current musician performing?,True
news_query,Current popular subjects that are generating attention?,True
news_query,What is the latest development in the world of Donald Trump that you can share with me?,True
weather_query,"I'd like to view the outlook for Monday's sky, would that be possible?",True
play_music,Which artist is currently on stage?,True
cooking_recipe,Do you have any instructions on how to bake some sweet treats?,True
datetime_query,Do you know the current hour in the Big Apple?,True
transport_traffic,What is the situation of vehicles right now?,True
qa_currency,How does the value of a calone compare to that of a US dollar?,True
play_music,Can you stream the most recent collection of songs by Bob Dylan?,True
music_query,Who's responsible for producing this musical composition I'm hearing?,True
qa_currency,"In comparison to the US dollar, what is the value of a Calone in terms of buying goods and services?",True
qa_currency,What is the equivalent value of a calone when compared to the US dollar?,True
news_query,What are some noteworthy events that occurred this morning?,True
cooking_recipe,What is the optimal heat to fry an entire turkey?,True
audio_volume_up,"""Your voice is not reaching my ears clearly.""",True
transport_traffic,Is the freeway clear for a ride along 101?,True
music_query,Can you elucidate about the tune presently audible?,True
audio_volume_up,Can you amplify the auditory level?,True
play_music,Allow me to initiate the tunes of Titanic.,True
play_music,Could you put on some groovy funk tunes?,True
transport_traffic,Could you provide insights regarding the way to destinations currently?,True
transport_traffic,How would you characterize my conveyance to and from my destination?,True
qa_currency,What is the estimated cost of purchasing goods in a store with Japanese currency?,True
music_query,What details does the track contain presently?,True
audio_volume_down,Reduce the decibel output by fifty percent.,True
datetime_query,At what point in its rotation around the sun is the biggest metropolis of Illinois situated?,True
cooking_recipe,"Robot, would you mind jotting down all the necessary stuff required for Welsh Rarebit?",True
play_music,"Commence sequence of musical pieces, commencing from the opening song.",True
news_query,Can you enlighten me with the current happenings within the local district?,True
qa_currency,Which type of cash is utilized in England?,True
datetime_query,Which weekday will follow Tuesday in the upcoming week?,True
transport_traffic,Does the transportation system encounter any barriers that slow down the regular commute?,True
play_music,Can you start the melody of the 'Titanic' theme song? ,True
weather_query,Should I foresee a situation in which I have to remove snow to exit my house?,True
cooking_recipe,Find ways to prepare a four-cheese omelette.,True
weather_query,What should I expect in Barcelona two days from now?,True
news_query,Has the budget been approved already?,True
audio_volume_down,Is it possible to reduce the audio level?,True
news_query,Is there any activity happening at the Capitol that you're aware of?,True
audio_volume_down,Adjust the sound?,True
weather_query,Is it necessary to carry a canopy for protection?,True
qa_currency,How much can one get with a pound sterling when compared to the US dollar?,True
audio_volume_down,Adjust the audio level to a less intense tone.,True
audio_volume_up,Is it feasible to intensify the acoustics?,True
audio_volume_up,Is there a way to enhance the acoustic intensity?,True
transport_traffic,Was it easy or tough to reach your destination?,True
play_music,Who would you suggest I put on my device to enjoy their tunes?,True
news_query,Are there any recent developments within the realm of Facebook that you're privy to?,True
play_music,"What are some of the musical pieces that were included in the film Titanic, and could you put them on for me?",True
transport_traffic,How much time does it take to travel to a destination related to employment?,True
transport_traffic,Is my everyday passage obstructed by an excessive number of cars?,True
datetime_query,How would a citizen of Chicago express the hour at which they want to meet without using the words for measuring time?,True
weather_query,Is there a possibility of white flurries falling from the sky in the upcoming days?,True
datetime_query,How many beats does New York City have at this precise instant?,True
weather_query,"Is there any moisture falling from the sky in New Brighton, PA?",True
music_query,To what genre do my ears yield the most?,True
cooking_recipe,What temperature should an oven be set to for optimal potato roasting?,True
qa_currency,What is the value of a pound sterling in relation to the US dollar?,True
audio_volume_up,Enhance the level of sound.,True
cooking_recipe,Is it possible for you to teach me how to prepare a batch of biscuits?,True
weather_query,Are there any signs of precipitation in New Brighton PA?,True
cooking_recipe,What are some tips to make delicious meatballs?,True
datetime_query,How do you explain the concept of the passage of moments?,True
play_music,"Initiate the audio sequence, commencing with the first track in the roster.",True
audio_volume_up,"I'm sorry, but your voice isn't audible to me.",True
weather_query,Do I need to arrange for assistance in clearing my way out of the house?,True
qa_currency,What kind of money is accepted in England?,True
transport_traffic,What should be the ideal commute duration?,True
datetime_query,Can you explore the current timing of your locality and its timezone?,True
play_music,Commence the musical piece from the film 'Titanic'. ,True
transport_traffic,What can you tell me about the present situation of moving vehicles?,True
audio_volume_up,"Can you make the audio stronger, if possible?",True
music_query,Who is rendering their mellow tunes?,True
cooking_recipe,Can you demonstrate how to create a cookie?,True
weather_query,Do I require a cover for safety purposes?,True
music_query,Could you share the current data pertaining to the track?,True
news_query,Has any novelty emerged on the social media platform of Facebook lately?,True
music_query,What is the release date of this particular tune?,True
play_music,Let's jazz up the atmosphere with some upbeat funk melodies.,True
play_music,Let's enjoy some tunes from the Beatles.,True
audio_volume_up,I am in need of a sound escalation that exceeds the current state.,True
weather_query,Is it better to stay put if water droplets fall from the sky?,True
cooking_recipe,What are the required measures for preparing a homemade cookie?,True
music_query,Would it be possible to dispatch the wording of the particular track to my inbox?,True
news_query,Is it confirmed if the budget has been subjected to voting procedure?,True
audio_volume_up,Would you mind making the sound more audible?,True
audio_volume_up,Can you make the sound louder?,True
play_music,I'm filled with joy whenever anything by Cat Stevens is on.,True
news_query,What are the most buzzworthy themes that people are interested in right now?,True
audio_volume_down,Can you please modulate your voice?,True
audio_volume_up,"Could you enhance the auditory level, please?",True
audio_volume_up,I require a greater acoustic intensity.,True
cooking_recipe,I am interested in preparing that dish.,True
music_query,At what time was the composition of this sound piece introduced?,True
audio_volume_down,"Adjust the audio output of the loudspeakers, please.",True
qa_currency,What is the equivalent value of American dollars in British pounds?,True
audio_volume_down,Is it possible for you to make your speech more gentle?,True
audio_volume_down,"The sound is too intense, could we make some adjustments to it?",True
transport_traffic,Is there any hindrance to the flow of vehicles?,True
datetime_query,Could you tell me the hour in Ivory Coast right now?,True
weather_query,What is the current atmospheric condition in New Brighton PA?,True
music_query,Is there a way for you to determine the identity of the current audio playing?,True
qa_currency,What type of money is commonly used in England?,True
audio_volume_down,"Can you make the sound less intense, please?",True
news_query,Is there any new development concerning the travel ban implemented by the Trump administration?,True
weather_query,Can you inform me of any changes that may occur in the atmosphere during the next 24 hours?,True
play_music,Begin music compilation by initiating initial song.,True
qa_currency,How much does it cost to purchase one unit of USD if paid in INR specifically in India?,True
audio_volume_down,Could you modify the sound of your voice?,True
audio_volume_up,Kindly set the audio at twenty one.,True
qa_currency,How much buying power does yen have?,True
audio_volume_up,Would it be possible to amplify the auditory output?,True
audio_volume_up,May I request for an adjustment in the sound intensity?,True
transport_traffic,How much time would it take to travel on 101?,True
news_query,Is there any decision made about the budget so far?,True
news_query,Recently discussed topics that are being widely talked about?,True
transport_traffic,What is the status of the current highway situation?,True
weather_query,Could you please update me about what to expect for tomorrow's outdoor conditions?,True
audio_volume_up,Amplify the sound output of the speaker situated towards your left by ten intervals.,True
qa_currency,"If I have USD, how many GBP can I get for it?",True
news_query,Can you share any latest occurrences that took place earlier today?,True
news_query,What's occurring at the legislative building?,True
transport_traffic,What is the estimated duration to reach the workplace?,True
transport_traffic,What is the present appearance of pathways?,True
audio_volume_down,Is it possible to speak in a hushed manner?,True
music_query,Is there a way for me to discover my sonic inclinations?,True
qa_currency,What is the current value equivalence of US dollar and Japanese yen?,True
play_music,"I want to access the most recent compilation of songs by Bob Dylan, could you assist me in doing so?",True
audio_volume_up,Would you mind amplifying the audio?,True
transport_traffic,Can you provide an update on my daily trip?,True
transport_traffic,What is the level of density in vehicles during my commute?,True
news_query,What is the current status of President Trump's travel restriction policy?,True
music_query,Can you identify the person crooning?,True
audio_volume_down,Could you hush the noise level?,True
qa_currency,In what form do people pay for things in England?,True
news_query,Can you provide me with any recent information regarding Trump's travel ban?,True
datetime_query,"The right now situation in NYC, can you provide an update?",True
audio_volume_down,Is it possible to moderate the audio amplitude to half of what it currently is?,True
transport_traffic,Are you able to reach the workplace without facing any blockades during your journey?,True
qa_currency,What is the value of five hundred Mexican pesos?,True
cooking_recipe,The meal has caught my attention and I wish to prepare it.,True
news_query,Is there something worth discussing that unfolded in the early hours of today?,True
music_query,Mention the person responsible for the vocals.,True
music_query,Can you provide me with information regarding the current track?,True
audio_volume_up,I need you to set the audio output precisely to twenty one.,True
audio_volume_up,Would it be okay to amplify the sound to its highest level?,True
audio_volume_down,Could you speak in a softer tone?,True
cooking_recipe,"Robot, could you furnish me with a record of what I require to prepare Welsh Rarebit?",True
music_query,Could you help me discover the melody currently being heard?,True
datetime_query,Can you tell me how far Dakar is temporally from our current location?,True
play_music,"Begin playing songs, starting with the first track.",True
news_query,Would it be possible for you to tell me what’s been occurring locally lately? ,True
datetime_query,What is the interval between this place and Dakar?,True
weather_query,Could the heavens grace us with some icy particles during the course of this week?,True
audio_volume_up,"""I'm having trouble perceiving the sounds you're producing.""",True
datetime_query,Can you tell me how long has it been since dawn in Windy City?,True
cooking_recipe,Can you tell me the steps to make that meal?,True
datetime_query,What's the present moment in Germany?,True
cooking_recipe,How high should the thermostat be when baking cookies?,True
cooking_recipe,At what heat level does one roast potatoes most effectively in an oven?,True
datetime_query,Could you tell me the present moment in New York City?,True
datetime_query,How many hours separate here from Dakar?,True
audio_volume_up,Is it possible to enhance the audio's resonance?,True
weather_query,What can I expect in terms of atmospheric conditions for Barcelona two days from now? ,True
news_query,Could you tell me about the current events today? ,True
cooking_recipe,How can one prepare savory meatballs at home?,True
audio_volume_down,Regulate media noise to an acceptable extent.,True
transport_traffic,How is the flow of vehicles at present?,True
cooking_recipe,How can I make a dish in the kitchen?,True
audio_volume_up,Can you make the sound as audible as possible?,True
transport_traffic,Can you describe the present state of transportation?,True
transport_traffic,What is the status of my travel journey?,True
weather_query,Is the sky going to pour down on us soon? ,True
cooking_recipe,How can I prepare that dish?,True
datetime_query,What's the duration between now and the last sunset in Chicago?,True
transport_traffic,Is there a disturbance hindering the movement of commuters?,True
cooking_recipe,What temperature should be set on the oven for roasting potatoes perfectly?,True
weather_query,How would you describe the overall atmospherics and environmental situation expected in Barcelona after 48 hours? ,True
datetime_query,Can you inform me of the present hour?,True
qa_currency,How does the value of lera differ from that of dollar?,True
transport_traffic,Is it easy to get to the job location without any impediments?,True
weather_query,Can we expect any flurry of white crystals in the coming days?,True
qa_currency,What is the ratio between pound sterling and US dollar value?,True
play_music,Initiate the performance of the soundtrack featured in 'Titanic's title sequence.,True
news_query,Has there been any recent activity on Facebook?,True
qa_currency,Which monetary system is prevalent in England?,True
music_query,What details are currently accessible about the playing composition?,True
weather_query,Will it be beneficial to bring an overhead carrier?,True
cooking_recipe,"Can you provide a rundown of the components needed for preparing Welsh Rarebit, robot?",True
play_music,"I'm in the mood for some melodies that are featured in Titanic, would you be able to provide them?",True
weather_query,"What's the state of precipitation in New Brighton, PA?",True
transport_traffic,How is the movement of vehicles at this moment?,True
audio_volume_up,Can you make the sound louder?,True
news_query,What is currently taking place in the capitol building?,True
transport_traffic,Can you provide information on the present movement status?,True
audio_volume_down,Is it possible for you to speak in a gentler tone?,True
cooking_recipe,What is the suitable heat setting for preparing an entire turkey by frying?,True
audio_volume_down,Alter the acoustic level?,True
music_query,During which year did this specific auditory creation first emerge?,True
play_music,Could you please commence the Titanic soundtrack?,True
weather_query,I'm wondering if you have any insights on what the sky will look like tomorrow.,True
weather_query,Are we in for a wet day today? ,True
news_query,"I'm interested in receiving any information regarding Donald Trump, can you assist me with that?",True
audio_volume_up,Would you mind amplifying the acoustic strength?,True
cooking_recipe,What is the ultimate way to prepare meatballs?,True
qa_currency,What form of money is commonly used in Egypt?,True
play_music,It's time to let the melodies of the Beatles fill our ears and hearts with joy.,True
news_query,Has there been any change with the Sweden bombing occurrence?,True
news_query,Have they cast any vote on the budget yet?,True
audio_volume_up,Would it be possible for you to enhance the auditory experience?,True
audio_volume_down,Would it be okay to use a more restrained vocal pitch?,True
news_query,What are the recent developments within the city that I should be aware of?,True
music_query,Identify the vocalist.,True
music_query,What data is available for the current track?,True
music_query,Which type of melody captivates my ears frequently?,True
play_music,"Is it possible for you to stream ""Let Me Love You"" sung by Ariana Grande?",True
news_query,What is the current status of Trump's restriction on travel?,True
qa_currency,What is the equivalent value of yen?,True
news_query,What activities are taking place in the capitol?,True
cooking_recipe,What methods exist to create an edible meal?,True
weather_query,Do I require my sunnies for today's brightness?,True
news_query,Is there any development in the Sweden bombing incident?,True
music_query,What are my preferences when it comes to the audio I enjoy?,True
transport_traffic,Can you describe the situation on the thoroughfare currently?,True
weather_query,"If there's moisture in the air, is it wise to not attend work? ",True
datetime_query,Can you tell me the present moment's status within New York City?,True
datetime_query,When will Wednesday of the coming week arrive?,True
qa_currency,"In Egypt, how do individuals make transactions?",True
play_music,"If some music from Cat Stevens is present, my joy will be immense.",True
cooking_recipe,What temperature must be set for frying a whole turkey?,True
audio_volume_up,"""I need you to project your words more distinctly.""",True
qa_currency,In what way do individuals pay for goods and services in Egypt?,True
qa_currency,What is the relativity between the lera and the dollar?,True
music_query,By whom was that melody created?,True
cooking_recipe,What are some ways I can prepare food?,True
audio_volume_up,"Is it possible to enhance the auditory experience, please?",True
weather_query,Can you inform me about the expected atmospheric conditions for tomorrow?,True
news_query,What's been going on around here lately that I should know about?,True
play_music,Is it possible for you to access the collection of melodies I've compiled?,True
transport_traffic,Are there any bothersome hurdles while taking the 101?,True
weather_query,Kindly display the atmospheric outlook for the following week's first business day.,True
news_query,Are there any fresh details about the bombing event in Sweden?,True
audio_volume_down,Is it possible to soften the audio emanating from the speaker system?,True
weather_query,Is it necessary for me to prepare to dig the path from my home?,True
datetime_query,Can you tell me the present hour in Ivory Coast?,True
news_query,Can you tell me about the present situation at the Capitol Hill?,True
audio_volume_up,Is it possible to amplify the sound waves?,True
weather_query,I require details about how it will be outside this coming Monday.,True
qa_currency,How much purchasing power does five hundred pesos have?,True
weather_query,The presence of wetness in the atmosphere will prevent me from carrying out my professional duties.,True
transport_traffic,Any updates on the current network situation?,True
transport_traffic,Are there any obstructions causing delays?,True
datetime_query,What is the present hour?,True
datetime_query,Investigate to discover the current region-specific timing information.,True
news_query,Can you tell me about the most recent developments within our locality?,True
audio_volume_up,The need is for amplification of sound waves.,True
audio_volume_up,Boost the sound emanating from the left-sided speaker by ten units.,True
play_music,Who's entertaining the audience at the moment?,True
news_query,I'm curious to know what's been going on with Donald Trump lately. Could you give me some insight?,True
qa_currency,How does the purchasing power of a pound sterling compare to that of the US dollar?,True
qa_currency,How much can be bought with a dollar in rupees in India? ,True
weather_query,"Should water fall from the sky, my daily labor will be postponed.",True
qa_currency,What is the value of pounds when compared to dollars?,True
transport_traffic,Can you describe the quality of my daily journey?,True
cooking_recipe,How warm should my oven be for baking cookies?,True
audio_volume_down,Reduce the loudness emitted from the audio device.,True
datetime_query,What's the current hour in New York City?,True
news_query,Can you provide me with information concerning the city's current affairs? ,True
music_query,Is it possible to recognize what's playing at the moment?,True
music_query,Whose work is that arrangement?,True
weather_query,Can you provide an overview of what the general outdoors atmosphere might feel like in Barcelona two days hence?,True
datetime_query,How do we measure the duration of an event?,True
datetime_query,"As humans, how do we quantify the past, present and future?",True
audio_volume_down,Muffle the speaker's voice amplitude.,True
audio_volume_up,Amplify the output of the left speaker by ten notches.,True
transport_traffic,What was your experience with the transportation situation presently?,True
music_query,Can you send me the words from that sound file through an electronic message? ,True
play_music,Kindly broadcast the tunes that I prefer.,True
play_music,Could you provide a way to enjoy the newest compilation of Bob Dylan's tunes?,True
audio_volume_down,It would be great if you could make some adjustment to the sound level.,True
qa_currency,What's the value of five hundred pesos?,True
weather_query,Is there any chance of seeing some snow before the week ends?,True
audio_volume_up,Could you adjust the sound to level twenty one?,True
weather_query,How's the sky looking like in New Brighton PA?,True
news_query,Which topics are being talked about the most at the moment?,True
weather_query,Can you display the atmospheric conditions for Monday?,True
audio_volume_down,Can you make the sound less intense?,True
datetime_query,What is the existing moment in Germany?,True
music_query,Can you figure out what's playing right now?,True
audio_volume_down,Can you reduce the sound level by fifty percent?,True
audio_volume_up,"I'm having trouble hearing, can you make it more audible?",True
music_query,Is it possible for you to dispatch the lyrical composition to my email?,True
audio_volume_up,Would it be possible for you to adjust the level of the sound till 21 on the dial?,True
weather_query,Should I consider making arrangements to remove obstacles around my residence?,True
audio_volume_down,Can you make the sound less loud?,True
audio_volume_up,Amplify the auditory output.,True
cooking_recipe,How can one determine the precise temperature to use when deep-frying a full bird?,True
audio_volume_down,Reduce the loudness of media-related sounds.,True
play_music,Can you put on some tunes that I've picked out?,True
qa_currency,"Five hundred Mexican pesos, what is its equivalent?",True
cooking_recipe,How can one concoct delectable spheres of minced meat?,True
news_query,"""What is the most recent event or incident locally worth being informed about?""",True
datetime_query,What's the momentary position of the minute hand?,True
cooking_recipe,Can you demonstrate how to make a batch of cookies from scratch?,True
play_music,"Would it be possible for you to put on the song ""Let Me Love You"" sung by Ariana Grande?",True
weather_query,"In case precipitation occurs, I will abstain from working.",True
