intent,text,no_taboo_words
GetWeather,"Is it sunny or gloomy in Tyonek, NJ at the moment?",True
SearchCreativeWork,Is it possible for you to procure The Henderson Kids saga?,True
BookRestaurant,May I be ensured a seating arrangement at the tavern for relishing their mouthwatering noodle cuisine?,True
PlayMusic,"I'm in the mood for music that came out in '96, could you help me find some?",True
SearchCreativeWork,Is The Ridiculous 6 book available for purchase?,True
SearchCreativeWork,Is it possible for you to fetch the music piece identified as Secret South?,True
SearchCreativeWork,Kindly look up the program named The Best of White Lion.,True
SearchCreativeWork,I am requesting you to procure the Classified volume.,True
GetWeather,How will Wyoming at Stanardsville fare during the upcoming storm?,True
AddToPlaylist,Include digging in my Young at Heart playlist at present time.,True
BookRestaurant,Make arrangements for a gathering of nine people at the bakery in Nunez.,True
RateBook,Indicate that this textbook is not worth any stars out of six.,True
SearchScreeningEvent,Is it possible for you to inform me if there are any movies playing around here?,True
SearchCreativeWork,Where can I watch a brief clip of Good Morning Sunshine?,True
SearchScreeningEvent,What are the times for the movies playing at Great Escape Theatres?,True
AddToPlaylist,Incorporate Tommy Johnson within The MetalSucks Playlist?,True
RateBook,What is your evaluation of the present book with 3 stars?,True
PlayMusic,Can you stream a rendition of Nicole's Have You Met Miss Jones from Google Music?,True
SearchCreativeWork,Do you know where to spot the captivating picture of Epic Conditions?,True
RateBook,"Based on your experience, would you recommend this book with an average score of 3 stars out of 6?",True
SearchCreativeWork,"Is it possible for you to find the game called ""20 Hours in America""?",True
BookRestaurant,Can you suggest a bougatsa eatery around Penn that can accommodate three persons for dining sometime in the coming year?,True
BookRestaurant,"By five pm in NE, I desire to dine with a group of six.",True
AddToPlaylist,Include the album Recalled to Life in This Is Alejandro Fernandez.,True
AddToPlaylist,Include the melody in the Mac 'N Cheese music list.,True
AddToPlaylist,Am I able to integrate tracks featuring Bobby Brown in my enamorendose playlist?,True
PlayMusic,I'm looking for some recommendations under the genre of Rock Symphonique.,True
SearchScreeningEvent,Discover nearby animated films.,True
SearchCreativeWork,Could you direct me to a video that showcases The Sword with No Name?,True
RateBook,"How would you evaluate the book ""Hindu Temples: What Happened to Them"" with a score of 5 out of 6 stars?",True
SearchCreativeWork,Could you track down the top-secret publication? ,True
BookRestaurant,Are there any nearby bougatsa restaurants near Penn that can serve three persons during the upcoming year?,True
GetWeather,"I'm curious about the atmospheric situation that will be present in Sarygamysh Sanctuary during August 21, 2035.",True
GetWeather,"Is there a possibility of precipitation during Sunrise in Ramey, Saudi Arabia?",True
GetWeather,What does Sep. 26 have in store for Emerado Saint Pierre and Miquelon? ,True
BookRestaurant,Make arrangements for oneself to dine at a restaurant in WI.,True
RateBook,Assign a score of zero stars to this textbook.,True
SearchScreeningEvent,Are there any films available that are set within this vicinity?,True
GetWeather,"Can you let me know the state of the sky in Tyonek, New Jersey at this moment?",True
BookRestaurant,My intention is to secure a spot at a taverna in Archer City for nine individuals sometime this spring.,True
RateBook,Expressive Processing deserves more than half of your total stars.,True
SearchCreativeWork,Can you bring me the TV program of Elvis' Christmas Album?,True
AddToPlaylist,Can you incorporate the track by Paul McGuigan into the Deep House playlist?,True
BookRestaurant,My goal is to secure a seat for three people at a brasserie within the Netherlands Antilles.,True
SearchScreeningEvent,Discover which movies are playing at Century Theatres.,True
RateBook,How would you evaluate this book on a scale of 1 to 10?,True
SearchCreativeWork,Seek out V-The New Mythology Suite performance.,True
AddToPlaylist,Incorporate Annesley Malewana's album into the indietronic playlist.,True
SearchScreeningEvent,What time does The Gingerbread Man show start?,True
SearchScreeningEvent,What are some cinema options close by for me to watch?,True
BookRestaurant,"Schedule a time for Velma, Ana and Rebecca at an American pizzeria in MA for 5 AM.",True
PlayMusic,I am in the mood for a Youtube selection that has a hooky sound.,True
PlayMusic,Can you stream some anneliese van der pol music from the thirties on Groove Shark?,True
GetWeather,"Could you give me an idea of what the climate is expected to be in Waurika, Samoa?",True
RateBook,Theft: A Love Story receives four points from me out of a possible six.,True
AddToPlaylist,"Integrate Jean Philippe Goncalves within the bounds of my rock-themed running mix, with a tempo range of 170 to 190 bpm.",True
PlayMusic,My intention is to lend my ears to an audio content that was released in 1998.,True
RateBook,"In your opinion, how well does The Atmospheric Railway book deserve to be evaluated on a scale of one to six?",True
PlayMusic,Emit the auditory content crafted by Lynn & Wade Llp.,True
SearchScreeningEvent,"""Is The Two Gladiators film available for viewing currently?""",True
AddToPlaylist,Append Jack White to the music list labeled This Is Shakira.,True
SearchScreeningEvent,Are we going to witness a show put on by The Ghost?,True
RateBook,Grant no stars to the book Halo: Ghosts of Onyx.,True
SearchCreativeWork,I would like to know if the game with the title of ATLA: All This Life Allows can be found by you.,True
BookRestaurant,Is it possible to obtain accommodations for a group of five at Baker's Keyboard Lounge by 5 A.m.?,True
GetWeather,"Can you tell me about the climatic conditions that can be expected around this area on October 19th, 2026?",True
PlayMusic,I'm in the mood for a tune from the essential Pop Rock hits of the 90s - which one do you suggest?,True
SearchCreativeWork,Is it possible to locate a preview clip for The Sword with No Name?,True
PlayMusic,Let's blast some jams from '96.,True
GetWeather,"Will the skies be wet with rainfall during Sunrise in Ramey, Saudi Arabia?",True
PlayMusic,Can you stream some tunes from 1996?,True
PlayMusic,Could you execute Subconscious Lobotomy by Jennifer Paull for me?,True
SearchScreeningEvent,Would you happen to have information regarding cinemas in the area and what's playing right now?,True
BookRestaurant,Would it be possible to obtain seating close to the vicinity of Pat's college?,True
AddToPlaylist,Incorporate the artist in my dishwashing playlist.,True
SearchCreativeWork,Can you explore the album titled Live from Leeds?,True
RateBook,Evaluate this album's worth using a six-star count and provide the corresponding value.,True
BookRestaurant,Is it possible to have a spot for dining available in Quarryville after 14 hours?,True
PlayMusic,Let's listen to Dj Yoda's album with a fifties theme on Last Fm.,True
PlayMusic,Could you choose a vinyl release that was produced in 1997?,True
RateBook,"On a scale of poor to excellent, how do you assess the current textbook?",True
BookRestaurant,Can you secure a seating arrangement at the tea house for my nieces and me? ,True
GetWeather,"What can be expected in terms of atmospheric conditions in Admire, TX beginning at 5:00 pm?",True
RateBook,Describe the quality of this book and use an analogy to express its value from your perspective?,True
SearchScreeningEvent,"""I am interested in seeing Shattered Image.""",True
AddToPlaylist,Place the artist on the Top Latin Alternative list.,True
GetWeather,Can we anticipate a surge in temperature during eleven o'clock in Puerto Rico?,True
PlayMusic,Let us experience the euphony produced by David Lindley's symphonic creations.,True
RateBook,"On a six-point spectrum, where does this saga fall?",True
RateBook,"On a scale of one to six, how excellent do you consider the ongoing fictional book?",True
PlayMusic,Can you give a listen to my unique playlist?,True
SearchCreativeWork,"Can you look up the television series, White Lion's Finest Moments?",True
GetWeather,"Could you possibly update me on whether Mount Airy, VI will encounter snow within an eight-hour duration?",True
GetWeather,"In 11 weeks' time, what might we observe in close proximity to the state of Wisconsin? ",True
AddToPlaylist,Can you merge Recalled to Life with This Is Alejandro Fernandez?,True
RateBook,Provide a value of complete disapproval for In the Heart of the Country.,True
GetWeather,Can you give me an insight into Lansford's expected climate condition?,True
BookRestaurant,I'm interested in reserving a spot for three individuals at a brasserie located in the Netherlands Antilles.,True
GetWeather,Would the atmosphere be cooler in Custer National Forest around seven in the evening?,True
BookRestaurant,Schedule an appointment for a party of five to dine at the Tatar restaurant situated in Sargents.,True
BookRestaurant,Can you secure a spot for 9 people at the eatery?,True
SearchScreeningEvent,"I'm looking for a movie theatre showing foreign flicks, can you inform me about one close by?",True
RateBook,How would you evaluate the current novel with a single star?,True
AddToPlaylist,Integrate this song to the compilation of tunes for Dorthy's 80's themed celebration.,True
PlayMusic,Listen to Miles Davis' This Is album on Lastfm.,True
SearchScreeningEvent,Can I catch Outcast anytime soon?,True
PlayMusic,I'd like to listen to a record of the year 1997 if possible.,True
RateBook,How many stars would you award to this novel?,True
RateBook,"On a scale of 6, how good do you think The Atmospheric Railway is?",True
RateBook,Provide a five-level assessment of The Lives of John Lennon.,True
SearchCreativeWork,Do you know how I can find the Free for All TV show?,True
RateBook,Please assign a score of 5 to this album.,True
PlayMusic,Can you stream music by Paul McCartney for me?,True
AddToPlaylist,Integrate Muzika za decu with my Crash Course playlist.,True
GetWeather,"On October 16, 2036, what can we anticipate for KY's climatic conditions?",True
BookRestaurant,Can you help me secure a space in a brasserie that accommodates three individuals in the Netherlands Antilles?,True
SearchCreativeWork,Where can I locate the soundtrack for Olympia 74?,True
BookRestaurant,Can I find somewhere to sit and eat at Quarryville 14 hours from now?,True
SearchCreativeWork,Where can I locate the promotional video for Blue Spring?,True
SearchCreativeWork,Would you be able to get hold of the restricted manuscript?,True
GetWeather,Can you provide details on the predictions for Nebraska skies?,True
SearchScreeningEvent,What are the locations where The Prime Ministers: The Pioneers can be viewed?,True
GetWeather,What are the current meteorological patterns in UT?,True
AddToPlaylist,Integrate A Very Cellular Song within the Masters of Metal playlist.,True
AddToPlaylist,Introduce another tune to Jazzy Dinner.,True
PlayMusic,Take a moment to listen to the delightful music of Chieko Ochi.,True
AddToPlaylist,Insert the musician Adam Deibert into my curated Perfect Concentration playlist.,True
SearchCreativeWork,Can you assist me in locating a performance of the musical Bend It Like Beckham?,True
PlayMusic,Could you queue up some tunes composed by Paul McCartney?,True
PlayMusic,Can you spin some tracks of Gary Lee Conner?,True
SearchScreeningEvent,Can you suggest any platforms that feature The Prime Ministers: The Pioneers?,True
GetWeather,"Can you tell me what kind of conditions to expect in Sarygamysh Sanctuary on August 21, 2035?",True
AddToPlaylist,Include this artist in the Showstopper Being Mary Jane.,True
PlayMusic,Stream the popular tunes by The Railway Children from Last Fm.,True
AddToPlaylist,Append the album to my Perfect Concentration playlist.,True
BookRestaurant,I am looking for a way to secure a spot at a dining establishment in Frenier exactly 12 years from today with accommodation for four individuals.,True
RateBook,Award a four-star verdict to this remarkable piece of literature.,True
AddToPlaylist,Include Brazilian Flag Anthem in the Top 100 Alternative Tracks on Spotify.,True
GetWeather,Can you provide details about what kind of environmental elements can be anticipated for Morocco on the seventeenth of December in 2022 near Lake Ozark?,True
SearchScreeningEvent,Is there a seven AM show featuring the sensational Bartok?,True
AddToPlaylist,Incorporate a tune into Jazzy Dinner.,True
PlayMusic,Can Van-pires by Dmitry Malikov's music be streamed?,True
AddToPlaylist,Incorporate a melody into my All Out playlist that originated in the 1960s.,True
PlayMusic,Are there any soundtrack tunes by Helena Iren Michaelsen accessible on Youtube?,True
GetWeather,Can you inform me about the atmospheric conditions at Tatra-Nationalpark for 6 am?,True
RateBook,"Detail the essential elements of the present chronicle, leaving out one point of the six.",True
SearchCreativeWork,Locate the artistic creation titled The Devil in Stitches.,True
SearchCreativeWork,I need assistance in tracking down Phineas Redux.,True
SearchScreeningEvent,"Can I catch the show for ""Think I Do"" by 7 PM later?",True
PlayMusic,Can I listen to an EP produced by Zak Starkey?,True
SearchScreeningEvent,Find animated motion pictures within the vicinity.,True
PlayMusic,It is my desire to experience iheart's auditory material on this device.,True
SearchCreativeWork,"Can you come up with an original piece of art entitled ""Struck by Affection""?",True
SearchScreeningEvent,Can you provide me with the list of movies being shown in this area?,True
PlayMusic,Is it possible to enjoy a recording from Mike Harding?,True
RateBook,How would you evaluate Soul Music's appeal?,True
SearchScreeningEvent,Discover the showtime details for North American Movie Theaters in under twelve seconds.,True
RateBook,Identify four factors that contribute to both the advancement of an individual and the betterment of society.,True
PlayMusic,"I request that you pick out a top-notch tune by U-roy, preferably one that was released during 1975 on Zvooq platform.",True
SearchCreativeWork,Do you have any knowledge about the painting depicting ALMOST HUMAN?,True
PlayMusic,Which musical pieces that originated in the 1990s can be found on Zvooq?,True
SearchScreeningEvent,What's the screening time of The Outer Space Connection at the nearest movie theater?,True
SearchScreeningEvent,What's the showtime lineup for the films in Great Escape Theatres?,True
BookRestaurant,Can I reserve a spot at the tavern to enjoy some delicious noodles?,True
AddToPlaylist,Incorporate Richard McNamara's most recent single into the Just Smile playlist.,True
PlayMusic,Listen to a Youtube playlist featuring Hisham Abbas' most popular twenty melodies.,True
RateBook,Conclude that this album merits no stars out of the possible six that it could receive.,True
SearchScreeningEvent,What films can I see at Harkins Theatres right now that you could reveal to me?,True
RateBook,Juneteenth can be scored as “good” or “not good”. Which do you choose?,True
SearchCreativeWork,"Can you locate the book titled ""To Lose My Life""?",True
PlayMusic,Let's tune in to Slacker and listen to some fresh tracks by Les Vandyke.,True
PlayMusic,Could you provide access to the vintage 1973 chant collection?,True
SearchCreativeWork,Look up a preview of The Office.,True
SearchScreeningEvent,Can I expect to witness Bartok the Magnificent's act by seven in the morning?,True
SearchCreativeWork,Where can I procure a copy of The Ridiculous 6 book?,True
BookRestaurant,"On Ascension Day, do you think it's possible to find accommodation for myself alongside my two nieces so we can indulge in seafood fare at a Cle Elum, NE establishment?",True
PlayMusic,Begin streaming What Color Is Your Sky by Alana Davis through the stereo system.,True
SearchScreeningEvent,"I require a roster of screenings that occur in Speakeasy Theaters, can you help?",True
AddToPlaylist,"""Integrate Millie Corretjer into the rhythm playlist.""",True
SearchScreeningEvent,"""Is it possible to watch The Two Gladiators movie today?""",True
BookRestaurant,Reserve seating for one person at the Town of Ramsgate in Merit.,True
SearchCreativeWork,Do you know where I can get a hold of the film that exhibits the Journal of the British Astronomical Association?,True
SearchCreativeWork,"I am looking for a specific book, can you help me identify it using the title To Lose My Life?",True
GetWeather,Is there any anticipation of frigid temperatures in the upcoming days in Los Angeles?,True
PlayMusic,Is there a soundtrack music selection available on Youtube from Helena Iren Michaelsen?,True
GetWeather,What can you tell me about the current meteorological state in this vicinity?,True
BookRestaurant,"""Eating at Ramona sounds like a delightful idea to me.""",True
PlayMusic,What kind of contribution does Andrew Hewitt have in this matter?,True
RateBook,Provide the current chronicle with a breakdown of 5 out of 6 key aspects.,True
GetWeather,"How's the climate of Kaneville, Maryland at present?",True
RateBook,"What's your opinion on Monthly Index of Medical Specialities, do you think it needs improvement or is it just average?",True
SearchScreeningEvent,"Will ""Think I Do"" entertain us at 7 PM on its upcoming function?",True
GetWeather,"How much dampness is anticipated in the vicinity of Colorado City on November 7th, 2024?",True
SearchScreeningEvent,Are there any animated films playing in the vicinity that you would suggest?,True
PlayMusic,Is it possible to listen to Nigger Kojak's chant via iTunes?,True
GetWeather,"Do you know what sort of climate can one expect to experience within close proximity on October nineteenth, twenty-six twice over three squared?",True
SearchScreeningEvent,Can you catch American Primitive at any Santikos cinemas?,True
SearchScreeningEvent,What are some of the films playing nearby?,True
SearchCreativeWork,Can you provide me with a copy of the movie featuring the Journal of the British Astronomical Association?,True
SearchScreeningEvent,What's the time for the show of Those Kids from Town? I'm eager to see those kids.,True
BookRestaurant,Reserve area for four persons at the South Street Diner in Oklahoma.,True
PlayMusic,How can the music tracks from the recording by Jill Sobule be initiated?,True
PlayMusic,Is the chant performed by Nigger Kojak available for purchase on Itunes? ,True
RateBook,"On a scale of one to five, how much would you recommend The Lives of John Lennon?",True
GetWeather,"Can you provide information about what might happen in Admire, TX beginning at 5 pm?",True
SearchCreativeWork,"Could you help me get hold of the video game with the title ""20 Hours in America""?",True
AddToPlaylist,Incorporate Roel van Velzen into my party of the century playlist.,True
BookRestaurant,How can I confirm my availability at an eatery in WI?,True
AddToPlaylist,Append the album to my Perfect Concentration playlist.,True
SearchCreativeWork,Can you obtain The Sacred and Profane Love Machine video game for me please?,True
GetWeather,Can you give me an idea of what kind of conditions to expect in Benton Colorado 2 and a half months from now?,True
PlayMusic,Do you have something lively to watch on Youtube?,True
SearchCreativeWork,Is there a preview available for The Office?,True
SearchScreeningEvent,Which movies can I catch in the vicinity?,True
RateBook,Determine the worth or value of Personal Demons by assigning it a numerical mark.,True
AddToPlaylist,"""Incorporate Millie Corretjer into the rhythm playlist.""",True
RateBook,"On a scale of 6, what score would you assign to this book?",True
RateBook,How would you rank Black Boy out of six possible marks? ,True
SearchScreeningEvent,When does this movie house show The Fox and the Child?,True
SearchCreativeWork,Locate the innovative project known as Face Down.,True
SearchScreeningEvent,Which animated movies are available nearby?,True
RateBook,Please list 4 aspects that benefit both the individual and the greater societal welfare.,True
GetWeather,"Is there a high or low degree of humidity projected to exist close to Colorado City on November 7th, 2024?",True
GetWeather,Is there an idea on what to expect in terms of the elements in Nebraska? ,True
PlayMusic,Is there a way to listen to a Zak Starkey EP?,True
GetWeather,Is it expected to be extremely cold in Delaware and Lehigh National Heritage Corridor today?,True
SearchScreeningEvent,Is it possible to watch DOA: Dead or Alive movie at Loews Cineplex Entertainment?,True
RateBook,What is your judgment of the current textbook using a scale from one to six?,True
AddToPlaylist,Please incorporate the album into my Flow Espanol playlist.,True
RateBook,"On a scale of 6, how do you evaluate this book with three stars?",True
BookRestaurant,Can I secure seatings in a Bouvet Island dining spot?,True
RateBook,The Catedral series deserves four stars.,True
GetWeather,What atmospheric conditions should be expected in Knobel?,True
SearchCreativeWork,Find the presentation of V-The New Mythology Suite.,True
AddToPlaylist,Feature this artist in the lineup of Showstopper Being Mary Jane.,True
BookRestaurant,"Secure space for a party of 5 at MH on January 20, 2023.",True
SearchCreativeWork,Could you give me some insights into Projekt: The New Face of Goth?,True
SearchCreativeWork,"I'm looking for details about Projekt: The New Face of Goth, can you assist?",True
GetWeather,Could you tell me about the climatic situation in and around Turtle Islands National Park?,True
GetWeather,"How would you depict the climate in Tyonek, New Jersey currently?",True
BookRestaurant,Make arrangements for a spot to dine at a Fried chicken establishment.,True
SearchScreeningEvent,"""Does The Ghost engage in the event at present?""",True
PlayMusic,I desire to have a listening experience of an episode from 1998.,True
AddToPlaylist,Integrate the 40 cal tune in the set of music choices when washing clothes.,True
BookRestaurant,Reserve spots for nine individuals to enjoy Nunez bakery.,True
BookRestaurant,Secure a place for a group of four individuals at the South Street Diner located in Oklahoma.,True
AddToPlaylist,Include Petar Georgiev Kalica within the list of Old School Hip Hop tunes.,True
BookRestaurant,Do you have availability for a shared relaxation time at the spa?,True
RateBook,Provide a low and critical evaluation of this album.,True
GetWeather,Can you tell me what to expect in terms of a decrease in temperature on Law Day in this region?,True
RateBook,List 4 aspects that benefit both The Individual and the Common Good.,True
SearchCreativeWork,"""Explore the television show Meet the Prince and its storyline.""",True
RateBook,"In your opinion, how does Know Ye Not Agincourt fare in terms of quality and enjoyment, measured on a 6-point scale?",True
BookRestaurant,Can I secure a spot in Eddie's Attic for one person in Nevada?,True
AddToPlaylist,Is it possible to include Muzika za decu into my existing Crash Course playlist?,True
AddToPlaylist,Include the artist in my dishwashing playlist.,True
GetWeather,The atmosphere above Pawling Nature Reserve and nearby areas has a gloomy appearance on the occasion of State Holiday.,True
GetWeather,Can you provide information about the expected meteorological patterns at Turtle Islands National Park?,True
GetWeather,Is there any climatic condition to note in this area?,True
GetWeather,Can we expect any formation of vapor hanging in the sky over VI within the coming 14 minutes?,True
GetWeather,"In 11 weeks, what changes will occur near Wisconsin's borders?",True
GetWeather,What can we expect for Law Day in terms of dropping temperatures?,True
BookRestaurant,Can we secure seating for five individuals in the early morning at Baker's Keyboard Lounge?,True
SearchScreeningEvent,Is there a way for me to access a summary of showings at Speakeasy Theaters?,True
BookRestaurant,Can I secure a spot for one person at Eddie's Attic in Nevada?,True
BookRestaurant,Is it possible to reserve a food truck that's capable of serving seven people in the Republic of Congo?,True
SearchScreeningEvent,Examine the agenda of Bow Tie Cinemas.,True
BookRestaurant,I'm seeking for dining options accessible within the next 14 hours in Quarryville. Can you recommend me some?,True
RateBook,The Catedral series deserves four stars.,True
PlayMusic,"I am interested in gaining insights directly from Murcof, the artist.",True
PlayMusic,What are the top suggested songs by Becca?,True
PlayMusic,Do you have access to the recording of the chants that were performed in 1973?,True
SearchCreativeWork,Can you locate the Projekt: The New Face of Goth for me? ,True
SearchCreativeWork,"Could you lend a hand in discovering work for me, Serious Awesomeness?",True
AddToPlaylist,Integrate a song to Jazzy Dinner playlist.,True
BookRestaurant,Is it possible to hire a food truck to serve seven people in the Republic of the Congo?,True
PlayMusic,"I'm in the mood for some Filipp Kirkorow tracks from the seventies, could you help me out?",True
AddToPlaylist,Could you include a theme song in my House Afterwork playlist?,True
GetWeather,How will starting at three a.m. in Two Buttes affect the anticipated warmth levels during the activity?,True
PlayMusic,Is it possible to enjoy songs from the sixties era in this gathering?,True
RateBook,Evaluate this album with a count of 5.,True
BookRestaurant,Can I secure seats in the proximity of Pat's school?,True
GetWeather,Can you describe the climatic state that Ukraine will undergo in a few seconds?,True
BookRestaurant,Is it possible to secure a spot at a gluten-free eatery located in Sacaton?,True
RateBook,The Reminiscences of the Anti-Japanese Guerillas documentary was deemed unsatisfactory and failed to meet expectations.,True
SearchScreeningEvent,I want to know what motion pictures are being screened at Harkins Theatres.,True
RateBook,What is your opinion of Soul Music on a scale of 1 to 10?,True
PlayMusic,Let's listen to some of David Lindley's symphony tunes.,True
PlayMusic,Which nineties tracks are available on Zvooq?,True
RateBook,How would you evaluate The Atmospheric Railway in a scale of 6?,True
AddToPlaylist,Can Sarah Slean be included in my Mellowed Out Gaming playlist?,True
AddToPlaylist,The addition of A Very Cellular Song to my ultimate metal playlist is essential.,True
BookRestaurant,Is it possible to secure seating arrangements for a party of five at a restaurant in Sri Lanka?,True
SearchCreativeWork,Can you find me some footage of The Office?,True
AddToPlaylist,Ensure that the artist finds a spot among the leading names in Latin Alternative music.,True
PlayMusic,Enjoy listening to Subconscious Lobotomy by Jennifer Paull.,True
AddToPlaylist,Integrate this disc into the compilation of classic Death Metal from the past.,True
SearchScreeningEvent,Is there a movie theatre playing I Dream of Jeanie that I can go to?,True
SearchScreeningEvent,Discover which movies are showing at Century Theatres.,True
GetWeather,What can we expect from the skies above Waurika in Samoa?,True
BookRestaurant,"Before 5 o'clock PM in NE, I desire to eat alongside a group of six individuals.",True
GetWeather,What's the situation like outside during the night at 2 am?,True
GetWeather,Can you tell me about the anticipated cold conditions for LA?,True
SearchScreeningEvent,Is it possible for you to show me what movies are available to watch in Harkins Theatres?,True
BookRestaurant,"Is it possible to secure me a spot for dining at Windows on the World located in Cokeville, MI?",True
PlayMusic,I request that you listen to quality music by U-roy. Choose any piece released in 1975 via Zvooq.,True
GetWeather,Can you tell me what to expect in terms of conditions in Wyoming near Stanardsville when the storm hits?,True
RateBook,Assign a complete absence of stars to Halo: Ghosts of Onyx.,True
BookRestaurant,Arrange for a spot to be reserved for an individual at the Town of Ramsgate in Merit.,True
AddToPlaylist,Integrate Jo Stafford's melodies to the workout twerkout playlist.,True
RateBook,Evaluate this novel's merit by indicating 3 marks out of a total of 6.,True
SearchCreativeWork,Keep an eye out for the record Slave to the Grind.,True
BookRestaurant,Are you interested in acquiring a spot in Monaco at the Yankee Doodle Coffee Shop?,True
SearchCreativeWork,Kindly browse Three Essays on the Theory of Sexuality showcase.,True
AddToPlaylist,The Deep House playlist is incomplete without the inclusion of the track by Paul McGuigan.,True
SearchScreeningEvent,Is there a cinema showtime available in the vicinity?,True
GetWeather,Might there be an increase in warmth in Puerto Rico when the clock strikes 23?,True
RateBook,"In comparison to a total of six, how would you classify this current novel?",True
RateBook,What would be your evaluation of this novel with 2 marks out of a total of 6?,True
BookRestaurant,Secure your booking at a nearby bar connected to an ID spa?,True
BookRestaurant,Is it possible to arrange a spot for a group of five people in the AM hours at Baker's Keyboard Lounge?,True
RateBook,How good is The Lives of John Lennon in your opinion? Please express it employing a ranking method spanning from weak to excellent.,True
SearchScreeningEvent,Will The Nightmare be screened at the closest theater six hours later?,True
GetWeather,How will the temperature and conditions be in this region on the 7th day of December?,True
RateBook,Assign a score of 4 to the ongoing sequence out of a possible 6.,True
SearchScreeningEvent,Could you confirm when is Super Sweet 16: The Movie airing?,True
